Profit_Loss_Windows,ACC,ADANIENT,ADANIGREEN,ADANIPORTS,AMBUJACEM,APOLLOHOSP,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJAJHLDNG,BAJFINANCE,BANDHANBNK,BANKBARODA,BERGEPAINT,BHARTIARTL,BIOCON,BOSCHLTD,BPCL,BRITANNIA,CHOLAFIN,CIPLA,COALINDIA,COLPAL,DABUR,DIVISLAB,DLF,DMART,DRREDDY,EICHERMOT,GAIL,GLAND,GODREJCP,GRASIM,HAVELLS,HCLTECH,HDFCAMC,HDFCBANK,HDFCLIFE,HDFC,HEROMOTOCO,HINDALCO,HINDPETRO,HINDUNILVR,ICICIBANK,ICICIGI,ICICIPRULI,IGL,INDIGO,INDUSINDBK,INDUSTOWER,INFY,IOC,ITC,JINDALSTEL,JSWSTEEL,JUBLFOOD,KOTAKBANK,LICI,LTI,LT,LUPIN,MARICO,MARUTI,MCDOWELL-N,MM,MUTHOOTFIN,NAUKRI,NESTLEIND,NIFTY 50,NIFTY BANK,NMDC,NTPC,ONGC,PEL,PGHH,PIDILITIND,PIIND,PNB,POWERGRID,RELIANCE,SAIL,SBICARD,SBILIFE,SBIN,SHREECEM,SIEMENS,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,TORNTPHARM,ULTRACEMCO,UPL,VEDL,WIPRO,YESBANK
"(1, 0.33)","[823, 270, 553, 32.81, 4.3]","[891, 379, 512, 42.54, 2.59]","[552, 184, 368, 33.33, 3.01]","[869, 328, 541, 37.74, 3.45]","[833, 295, 538, 35.41, 3.83]","[886, 283, 603, 31.94, 3.89]","[727, 262, 465, 36.04, 4.79]","[940, 322, 618, 34.26, 3.39]","[893, 305, 588, 34.15, 4.18]","[797, 284, 513, 35.63, 4.83]","[854, 311, 543, 36.42, 3.73]","[695, 264, 430, 37.99, 5.32]","[853, 318, 534, 37.28, 3.49]","[694, 226, 468, 32.56, 2.95]","[1055, 361, 694, 34.22, 2.97]","[759, 275, 483, 36.23, 3.69]","[820, 330, 490, 40.24, 3.94]","[831, 260, 571, 31.29, 3.79]","[933, 292, 640, 31.3, 4.35]","[900, 315, 585, 35.0, 3.83]","[736, 263, 472, 35.73, 4.9]","[834, 337, 497, 40.41, 2.98]","[768, 287, 481, 37.37, 4.6]","[928, 289, 639, 31.14, 4.41]","[714, 257, 457, 35.99, 5.74]","[757, 267, 490, 35.27, 4.76]","[745, 272, 472, 36.51, 4.12]","[962, 359, 603, 37.32, 2.56]","[634, 209, 425, 32.97, 3.93]","[824, 263, 561, 31.92, 4.92]","[935, 304, 631, 32.51, 4.01]","[909, 302, 607, 33.22, 3.9]","[259, 79, 180, 30.5, 3.79]","[886, 306, 580, 34.54, 3.92]","[791, 295, 496, 37.29, 4.1]","[779, 299, 479, 38.38, 3.68]","[734, 285, 449, 38.83, 4.55]","[530, 156, 374, 29.43, 4.39]","[668, 245, 423, 36.68, 6.44]","[564, 185, 379, 32.8, 4.17]","[861, 285, 576, 33.1, 4.62]","[856, 294, 562, 34.35, 5.06]","[941, 340, 601, 36.13, 3.04]","[928, 327, 601, 35.24, 3.16]","[669, 249, 420, 37.22, 5.85]","[859, 310, 549, 36.09, 4.16]","[501, 207, 294, 41.32, 4.07]","[674, 248, 426, 36.8, 3.9]","[832, 286, 546, 34.38, 3.93]","[843, 282, 561, 33.45, 3.54]","[904, 304, 600, 33.63, 3.66]","[902, 321, 581, 35.59, 3.73]","[751, 263, 488, 35.02, 5.32]","[866, 297, 569, 34.3, 4.09]","[789, 265, 524, 33.59, 5.03]","[1034, 404, 630, 39.07, 2.47]","[820, 310, 510, 37.8, 3.22]","[930, 357, 573, 38.39, 3.38]","[722, 261, 461, 36.15, 4.88]","[47, 8, 39, 17.02, 8.53]","[681, 255, 426, 37.44, 4.16]","[836, 273, 563, 32.66, 4.61]","[902, 298, 603, 33.04, 3.96]","[720, 287, 433, 39.86, 4.69]","[834, 285, 549, 34.17, 5.05]","[930, 285, 645, 30.65, 3.77]","[851, 296, 555, 34.78, 4.15]","[843, 317, 525, 37.6, 3.5]","[895, 337, 557, 37.65, 3.64]","[710, 261, 449, 36.76, 6.2]","[642, 188, 454, 29.28, 8.06]","[747, 234, 513, 31.33, 6.0]","[950, 311, 639, 32.74, 3.33]","[809, 288, 521, 35.6, 4.3]","[933, 334, 599, 35.8, 4.17]","[972, 358, 614, 36.83, 3.04]","[540, 202, 338, 37.41, 5.97]","[711, 252, 458, 35.44, 4.66]","[730, 278, 452, 38.08, 3.78]","[1084, 367, 717, 33.86, 3.16]","[736, 276, 460, 37.5, 4.84]","[835, 250, 585, 29.94, 4.78]","[1085, 365, 720, 33.64, 2.84]","[307, 99, 207, 32.25, 3.72]","[495, 165, 330, 33.33, 4.22]","[929, 322, 607, 34.66, 3.81]","[893, 305, 588, 34.15, 3.85]","[837, 298, 538, 35.6, 3.69]","[835, 289, 546, 34.61, 4.08]","[784, 292, 492, 37.24, 3.63]","[1056, 341, 715, 32.29, 3.48]","[977, 331, 646, 33.88, 3.15]","[763, 261, 502, 34.21, 5.54]","[795, 293, 502, 36.86, 4.08]","[736, 288, 448, 39.13, 4.32]","[774, 304, 470, 39.28, 4.05]","[826, 282, 544, 34.14, 4.51]","[894, 320, 574, 35.79, 3.17]","[1028, 370, 658, 35.99, 2.78]","[726, 256, 470, 35.26, 5.35]","[1080, 353, 727, 32.69, 3.22]"
"(3, 1)","[468, 140, 328, 29.91, 18.69]","[582, 213, 369, 36.6, 9.76]","[366, 111, 254, 30.33, 8.0]","[559, 182, 377, 32.56, 12.1]","[498, 150, 348, 30.12, 16.16]","[545, 169, 376, 31.01, 14.28]","[427, 152, 274, 35.6, 21.04]","[591, 180, 411, 30.46, 12.76]","[526, 168, 358, 31.94, 15.61]","[441, 152, 289, 34.47, 22.5]","[520, 171, 348, 32.88, 14.3]","[423, 146, 276, 34.52, 20.62]","[527, 182, 344, 34.54, 13.76]","[422, 129, 292, 30.57, 10.44]","[663, 192, 471, 28.96, 10.05]","[462, 152, 309, 32.9, 16.15]","[502, 172, 330, 34.26, 15.75]","[513, 175, 338, 34.11, 15.16]","[534, 145, 388, 27.15, 16.84]","[554, 177, 377, 31.95, 14.05]","[426, 141, 285, 33.1, 21.84]","[553, 192, 360, 34.72, 11.37]","[439, 143, 296, 32.57, 21.64]","[528, 145, 383, 27.46, 18.06]","[398, 132, 266, 33.17, 26.13]","[429, 144, 285, 33.57, 22.45]","[471, 159, 311, 33.76, 16.61]","[643, 200, 443, 31.1, 8.6]","[399, 118, 280, 29.57, 14.63]","[472, 137, 335, 29.03, 20.23]","[547, 162, 384, 29.62, 16.48]","[566, 177, 389, 31.27, 13.35]","[175, 50, 125, 28.57, 10.91]","[531, 178, 352, 33.52, 15.82]","[503, 153, 350, 30.42, 15.6]","[486, 159, 326, 32.72, 14.88]","[429, 160, 269, 37.3, 21.47]","[305, 79, 226, 25.9, 16.3]","[367, 121, 245, 32.97, 27.89]","[316, 88, 228, 27.85, 18.38]","[469, 144, 324, 30.7, 19.95]","[492, 159, 333, 32.32, 19.43]","[607, 193, 414, 31.8, 10.62]","[584, 186, 398, 31.85, 12.05]","[366, 116, 249, 31.69, 27.4]","[523, 176, 347, 33.65, 15.67]","[311, 119, 191, 38.26, 17.4]","[432, 145, 287, 33.56, 14.68]","[523, 172, 350, 32.89, 15.48]","[540, 162, 378, 30.0, 11.95]","[544, 175, 368, 32.17, 14.23]","[566, 184, 382, 32.51, 13.33]","[419, 142, 276, 33.89, 22.61]","[517, 155, 361, 29.98, 15.68]","[411, 120, 291, 29.2, 24.63]","[680, 233, 447, 34.26, 7.6]","[525, 175, 349, 33.33, 12.54]","[594, 199, 395, 33.5, 11.98]","[423, 149, 274, 35.22, 21.64]","[22, 5, 16, 22.73, 27.95]","[403, 141, 261, 34.99, 17.16]","[470, 143, 326, 30.43, 19.48]","[541, 150, 390, 27.73, 16.39]","[409, 145, 264, 35.45, 22.78]","[460, 142, 317, 30.87, 20.87]","[583, 172, 410, 29.5, 13.19]","[494, 145, 349, 29.35, 17.79]","[534, 173, 360, 32.4, 13.6]","[586, 199, 386, 33.96, 12.77]","[386, 127, 259, 32.9, 26.81]","[277, 87, 190, 31.41, 40.9]","[390, 128, 262, 32.82, 25.69]","[595, 180, 415, 30.25, 11.93]","[469, 135, 333, 28.78, 18.99]","[555, 166, 389, 29.91, 16.12]","[608, 187, 421, 30.76, 11.15]","[321, 111, 209, 34.58, 27.83]","[427, 148, 278, 34.66, 20.71]","[467, 162, 305, 34.69, 15.66]","[685, 204, 481, 29.78, 10.64]","[416, 140, 276, 33.65, 23.24]","[460, 131, 329, 28.48, 19.56]","[706, 215, 490, 30.45, 9.12]","[179, 58, 121, 32.4, 14.4]","[311, 107, 204, 34.41, 17.84]","[555, 150, 405, 27.03, 14.66]","[542, 157, 385, 28.97, 15.42]","[499, 163, 335, 32.67, 16.58]","[503, 154, 349, 30.62, 17.46]","[488, 160, 328, 32.79, 15.55]","[649, 177, 471, 27.27, 11.71]","[621, 191, 430, 30.76, 11.58]","[412, 128, 284, 31.07, 24.59]","[483, 163, 320, 33.75, 16.8]","[455, 153, 302, 33.63, 17.38]","[459, 168, 290, 36.6, 18.12]","[505, 166, 339, 32.87, 16.97]","[549, 174, 375, 31.69, 12.76]","[681, 214, 467, 31.42, 9.27]","[409, 139, 269, 33.99, 24.49]","[682, 194, 488, 28.45, 11.4]"
"(15, 5)","[54, 17, 36, 31.48, 296.85]","[148, 49, 98, 33.11, 90.1]","[108, 37, 70, 34.26, 65.44]","[92, 32, 60, 34.78, 169.36]","[76, 23, 52, 30.26, 206.39]","[69, 25, 43, 36.23, 226.28]","[47, 21, 25, 44.68, 350.55]","[114, 34, 79, 29.82, 135.54]","[88, 27, 61, 30.68, 183.95]","[62, 21, 40, 33.87, 264.58]","[87, 33, 53, 37.93, 174.01]","[70, 27, 42, 38.57, 227.99]","[96, 40, 55, 41.67, 155.04]","[99, 27, 71, 27.27, 91.05]","[137, 36, 101, 26.28, 111.88]","[64, 26, 37, 40.62, 255.47]","[75, 25, 49, 33.33, 211.03]","[78, 25, 52, 32.05, 202.23]","[79, 18, 60, 22.78, 207.95]","[85, 26, 58, 30.59, 191.88]","[59, 24, 34, 40.68, 276.03]","[102, 40, 61, 39.22, 148.39]","[49, 16, 32, 32.65, 338.86]","[77, 20, 57, 25.97, 215.6]","[40, 12, 27, 30.0, 397.82]","[40, 14, 25, 35.0, 412.43]","[60, 25, 34, 41.67, 267.88]","[125, 40, 84, 32.0, 119.17]","[65, 25, 39, 38.46, 166.94]","[62, 19, 42, 30.65, 256.5]","[83, 26, 56, 31.33, 195.22]","[86, 25, 60, 29.07, 185.56]","[24, 6, 17, 25.0, 154.79]","[79, 29, 49, 36.71, 199.81]","[81, 27, 53, 33.33, 193.15]","[71, 24, 46, 33.8, 222.45]","[52, 18, 33, 34.62, 304.94]","[52, 15, 36, 28.85, 162.6]","[44, 17, 26, 38.64, 370.34]","[47, 14, 32, 29.79, 203.94]","[59, 22, 36, 37.29, 276.27]","[63, 19, 43, 30.16, 262.29]","[115, 35, 79, 30.43, 131.7]","[107, 33, 74, 30.84, 141.81]","[44, 17, 26, 38.64, 362.93]","[85, 30, 54, 35.29, 182.67]","[54, 20, 33, 37.04, 193.91]","[73, 24, 48, 32.88, 169.01]","[76, 27, 48, 35.53, 207.87]","[113, 36, 76, 31.86, 117.76]","[103, 32, 70, 31.07, 150.99]","[85, 23, 61, 27.06, 187.84]","[58, 23, 34, 39.66, 281.74]","[73, 24, 48, 32.88, 216.67]","[53, 16, 36, 30.19, 299.94]","[171, 49, 121, 28.65, 83.45]","[90, 32, 57, 35.56, 167.82]","[109, 41, 67, 37.61, 139.54]","[52, 21, 30, 40.38, 309.65]","[3, 0, 2, 0.0, 268.33]","[82, 35, 46, 42.68, 151.55]","[67, 19, 47, 28.36, 230.72]","[87, 19, 67, 21.84, 188.24]","[42, 17, 24, 40.48, 378.26]","[73, 26, 46, 35.62, 212.66]","[99, 29, 69, 29.29, 158.56]","[63, 22, 40, 34.92, 252.14]","[97, 33, 63, 34.02, 159.08]","[104, 38, 65, 36.54, 150.28]","[38, 15, 22, 39.47, 435.68]","[32, 12, 19, 37.5, 515.5]","[55, 19, 35, 34.55, 289.33]","[108, 29, 78, 26.85, 142.06]","[58, 17, 40, 29.31, 273.91]","[82, 24, 57, 29.27, 191.06]","[119, 35, 84, 29.41, 129.63]","[31, 11, 19, 35.48, 484.97]","[44, 18, 25, 40.91, 359.07]","[90, 36, 53, 40.0, 172.91]","[136, 33, 103, 24.26, 113.19]","[48, 18, 30, 37.5, 351.77]","[64, 26, 37, 40.62, 252.56]","[143, 39, 103, 27.27, 103.15]","[31, 11, 19, 35.48, 167.16]","[46, 17, 28, 36.96, 228.76]","[77, 24, 52, 31.17, 203.45]","[84, 27, 57, 32.14, 190.46]","[71, 22, 48, 30.99, 225.39]","[67, 19, 47, 28.36, 245.28]","[72, 26, 45, 36.11, 218.38]","[139, 34, 104, 24.46, 107.77]","[115, 35, 79, 30.43, 130.97]","[40, 15, 24, 37.5, 399.85]","[76, 26, 49, 34.21, 208.47]","[69, 30, 38, 43.48, 229.23]","[68, 24, 43, 35.29, 222.66]","[63, 22, 40, 34.92, 255.08]","[102, 34, 67, 33.33, 151.11]","[134, 41, 92, 30.6, 113.57]","[55, 19, 35, 34.55, 299.8]","[167, 41, 125, 24.55, 88.23]"
"(30, 10)","[23, 7, 15, 30.43, 721.57]","[61, 22, 38, 36.07, 250.74]","[43, 19, 23, 44.19, 194.19]","[26, 10, 15, 38.46, 644.77]","[24, 8, 15, 33.33, 691.67]","[24, 10, 13, 41.67, 669.67]","[18, 9, 8, 50.0, 953.33]","[39, 11, 27, 28.21, 407.0]","[26, 8, 18, 30.77, 649.92]","[10, 4, 5, 40.0, 1705.4]","[28, 14, 13, 50.0, 583.79]","[24, 11, 12, 45.83, 702.54]","[41, 20, 20, 48.78, 391.41]","[36, 10, 25, 27.78, 232.83]","[53, 15, 37, 28.3, 306.91]","[28, 12, 15, 42.86, 568.54]","[21, 9, 11, 42.86, 814.24]","[24, 10, 13, 41.67, 697.83]","[30, 7, 22, 23.33, 523.37]","[26, 8, 17, 30.77, 619.23]","[18, 8, 9, 44.44, 867.33]","[26, 13, 12, 50.0, 592.85]","[17, 5, 11, 29.41, 942.53]","[20, 4, 15, 20.0, 846.35]","[12, 4, 7, 33.33, 1252.67]","[13, 5, 7, 38.46, 1252.77]","[28, 13, 14, 46.43, 573.43]","[44, 16, 27, 36.36, 376.82]","[20, 10, 9, 50.0, 583.45]","[19, 5, 13, 26.32, 826.47]","[23, 9, 13, 39.13, 735.57]","[25, 8, 16, 32.0, 649.2]","[10, 2, 7, 20.0, 342.3]","[24, 10, 13, 41.67, 690.29]","[22, 9, 12, 40.91, 764.5]","[26, 11, 14, 42.31, 650.81]","[16, 6, 9, 37.5, 1032.25]","[21, 7, 13, 33.33, 389.62]","[9, 5, 3, 55.56, 1431.89]","[18, 6, 11, 33.33, 510.11]","[17, 6, 10, 35.29, 921.76]","[22, 6, 15, 27.27, 773.09]","[46, 16, 29, 34.78, 359.15]","[40, 13, 26, 32.5, 393.07]","[14, 6, 7, 42.86, 1181.36]","[25, 10, 14, 40.0, 660.88]","[15, 6, 8, 40.0, 677.13]","[26, 9, 16, 34.62, 505.73]","[24, 10, 13, 41.67, 633.08]","[31, 11, 19, 35.48, 434.35]","[35, 12, 22, 34.29, 470.2]","[26, 7, 18, 26.92, 620.88]","[14, 7, 6, 50.0, 1173.79]","[25, 8, 16, 32.0, 640.96]","[13, 4, 8, 30.77, 1237.77]","[73, 22, 50, 30.14, 215.89]","[25, 11, 13, 44.0, 624.12]","[41, 16, 24, 39.02, 408.85]","[15, 7, 7, 46.67, 868.73]","[2, 0, 1, 0.0, 398.5]","[22, 11, 10, 50.0, 612.77]","[22, 7, 14, 31.82, 697.14]","[24, 4, 19, 16.67, 673.29]","[7, 4, 2, 57.14, 1992.43]","[27, 10, 16, 37.04, 606.15]","[30, 9, 20, 30.0, 533.1]","[23, 8, 14, 34.78, 701.43]","[31, 13, 17, 41.94, 522.65]","[31, 13, 17, 41.94, 511.58]","[13, 6, 6, 46.15, 1035.92]","[13, 5, 7, 38.46, 1192.77]","[16, 6, 9, 37.5, 843.56]","[37, 10, 26, 27.03, 438.19]","[16, 5, 10, 31.25, 1011.38]","[27, 6, 20, 22.22, 603.74]","[43, 14, 29, 32.56, 384.3]","[9, 4, 4, 44.44, 1765.22]","[14, 8, 5, 57.14, 1192.57]","[20, 10, 9, 50.0, 835.7]","[55, 13, 41, 23.64, 303.67]","[12, 5, 6, 41.67, 1380.0]","[18, 10, 7, 55.56, 810.28]","[50, 13, 36, 26.0, 313.92]","[8, 3, 4, 37.5, 695.25]","[12, 5, 6, 41.67, 693.5]","[33, 12, 20, 36.36, 508.67]","[23, 8, 14, 34.78, 703.48]","[22, 8, 13, 36.36, 755.5]","[17, 4, 12, 23.53, 848.65]","[31, 13, 17, 41.94, 485.55]","[48, 12, 35, 25.0, 318.31]","[42, 14, 27, 33.33, 379.17]","[14, 6, 7, 42.86, 1161.57]","[24, 9, 14, 37.5, 676.67]","[28, 13, 14, 46.43, 587.39]","[13, 6, 6, 46.15, 1193.77]","[17, 6, 10, 35.29, 952.18]","[33, 11, 21, 33.33, 484.24]","[58, 19, 38, 32.76, 285.19]","[21, 7, 13, 33.33, 770.1]","[77, 20, 56, 25.97, 213.23]"
