Profit_Loss_Windows,ACC,ADANIENT,ADANIGREEN,ADANIPORTS,AMBUJACEM,APOLLOHOSP,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJAJHLDNG,BAJFINANCE,BANDHANBNK,BANKBARODA,BERGEPAINT,BHARTIARTL,BIOCON,BOSCHLTD,BPCL,BRITANNIA,CHOLAFIN,CIPLA,COALINDIA,COLPAL,DABUR,DIVISLAB,DLF,DMART,DRREDDY,EICHERMOT,GAIL,GLAND,GODREJCP,GRASIM,HAVELLS,HCLTECH,HDFCAMC,HDFCBANK,HDFCLIFE,HDFC,HEROMOTOCO,HINDALCO,HINDPETRO,HINDUNILVR,ICICIBANK,ICICIGI,ICICIPRULI,IGL,INDIGO,INDUSINDBK,INDUSTOWER,INFY,IOC,ITC,JINDALSTEL,JSWSTEEL,JUBLFOOD,KOTAKBANK,LICI,LTI,LT,LUPIN,MARICO,MARUTI,MCDOWELL-N,MM,MUTHOOTFIN,NAUKRI,NESTLEIND,NIFTY 50,NIFTY BANK,NMDC,NTPC,ONGC,PEL,PGHH,PIDILITIND,PIIND,PNB,POWERGRID,RELIANCE,SAIL,SBICARD,SBILIFE,SBIN,SHREECEM,SIEMENS,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,TORNTPHARM,ULTRACEMCO,UPL,VEDL,WIPRO,YESBANK
"(1, 0.33)","[14, 7, 7, 50.0, 5.21]","[5, 4, 1, 80.0, 1.6]","[7, 3, 4, 42.86, 2.0]","[14, 8, 6, 57.14, 4.07]","[9, 3, 6, 33.33, 3.78]","[16, 8, 8, 50.0, 2.56]","[12, 6, 6, 50.0, 3.5]","[16, 6, 10, 37.5, 2.0]","[19, 9, 10, 47.37, 3.37]","[13, 5, 8, 38.46, 3.0]","[24, 11, 13, 45.83, 4.58]","[7, 4, 3, 57.14, 5.14]","[17, 6, 11, 35.29, 4.65]","[9, 2, 7, 22.22, 2.67]","[9, 1, 8, 11.11, 4.44]","[18, 5, 13, 27.78, 3.33]","[12, 4, 8, 33.33, 4.33]","[13, 6, 7, 46.15, 5.08]","[11, 4, 7, 36.36, 4.36]","[5, 4, 1, 80.0, 2.0]","[9, 7, 2, 77.78, 4.78]","[9, 2, 7, 22.22, 2.44]","[21, 9, 12, 42.86, 3.57]","[20, 7, 13, 35.0, 3.15]","[11, 3, 8, 27.27, 4.64]","[7, 1, 6, 14.29, 4.43]","[17, 5, 12, 29.41, 3.65]","[9, 3, 6, 33.33, 1.78]","[11, 3, 8, 27.27, 2.27]","[11, 2, 9, 18.18, 3.0]","[12, 8, 4, 66.67, 3.75]","[7, 3, 4, 42.86, 5.0]","[5, 1, 4, 20.0, 3.2]","[19, 5, 14, 26.32, 2.53]","[7, 3, 4, 42.86, 3.57]","[10, 5, 5, 50.0, 3.6]","[12, 5, 7, 41.67, 3.42]","[3, 1, 2, 33.33, 3.33]","[6, 3, 3, 50.0, 5.83]","[6, 2, 4, 33.33, 5.0]","[9, 2, 7, 22.22, 6.22]","[11, 2, 9, 18.18, 4.18]","[15, 5, 10, 33.33, 2.93]","[16, 6, 10, 37.5, 3.56]","[10, 4, 6, 40.0, 5.8]","[9, 2, 7, 22.22, 4.44]","[6, 3, 3, 50.0, 3.83]","[8, 4, 4, 50.0, 4.5]","[17, 7, 10, 41.18, 2.94]","[8, 1, 7, 12.5, 2.62]","[19, 6, 13, 31.58, 3.63]","[19, 8, 11, 42.11, 3.47]","[9, 1, 8, 11.11, 4.89]","[9, 3, 6, 33.33, 4.56]","[13, 3, 10, 23.08, 5.38]","[6, 1, 5, 16.67, 2.17]","[10, 4, 6, 40.0, 3.1]","[10, 6, 4, 60.0, 2.7]","[14, 3, 11, 21.43, 3.86]","[0, 0, 0, 0, 0]","[7, 2, 5, 28.57, 3.57]","[11, 3, 8, 27.27, 4.0]","[6, 1, 5, 16.67, 1.5]","[16, 5, 11, 31.25, 3.56]","[12, 2, 10, 16.67, 4.0]","[11, 3, 8, 27.27, 3.64]","[12, 4, 8, 33.33, 3.42]","[21, 6, 15, 28.57, 2.48]","[11, 3, 8, 27.27, 2.36]","[12, 6, 6, 50.0, 4.83]","[8, 2, 6, 25.0, 6.5]","[16, 5, 11, 31.25, 4.69]","[10, 4, 6, 40.0, 3.9]","[13, 4, 9, 30.77, 4.38]","[17, 8, 9, 47.06, 4.41]","[7, 1, 6, 14.29, 2.14]","[13, 3, 10, 23.08, 3.0]","[11, 6, 5, 54.55, 3.18]","[13, 2, 11, 15.38, 2.15]","[12, 5, 7, 41.67, 2.08]","[11, 4, 7, 36.36, 2.09]","[16, 7, 9, 43.75, 5.25]","[14, 7, 7, 50.0, 2.64]","[2, 2, 0, 100.0, 1.0]","[9, 1, 8, 11.11, 3.11]","[10, 1, 9, 10.0, 3.0]","[13, 1, 12, 7.69, 2.38]","[8, 2, 6, 25.0, 2.25]","[11, 5, 6, 45.45, 2.55]","[15, 8, 7, 53.33, 4.07]","[10, 5, 5, 50.0, 3.9]","[19, 6, 13, 31.58, 3.79]","[11, 5, 6, 45.45, 4.0]","[10, 5, 5, 50.0, 3.5]","[10, 6, 4, 60.0, 4.6]","[15, 3, 12, 20.0, 1.87]","[14, 10, 4, 71.43, 4.29]","[11, 4, 7, 36.36, 2.73]","[15, 7, 8, 46.67, 3.27]","[8, 2, 6, 25.0, 2.62]","[12, 3, 9, 25.0, 3.42]"
"(3, 1)","[13, 3, 10, 23.08, 19.54]","[4, 3, 1, 75.0, 3.0]","[7, 2, 5, 28.57, 5.86]","[14, 10, 4, 71.43, 14.57]","[9, 5, 4, 55.56, 23.0]","[16, 8, 8, 50.0, 12.06]","[11, 3, 8, 27.27, 30.27]","[14, 4, 10, 28.57, 7.14]","[19, 10, 9, 52.63, 16.05]","[13, 5, 8, 38.46, 14.38]","[24, 9, 15, 37.5, 11.46]","[7, 5, 2, 71.43, 15.57]","[16, 6, 10, 37.5, 10.0]","[9, 3, 6, 33.33, 6.0]","[8, 4, 4, 50.0, 9.62]","[17, 3, 14, 17.65, 10.06]","[12, 4, 8, 33.33, 14.92]","[13, 6, 7, 46.15, 12.38]","[11, 4, 7, 36.36, 17.64]","[5, 3, 2, 60.0, 12.0]","[9, 6, 3, 66.67, 23.0]","[9, 1, 8, 11.11, 4.78]","[19, 8, 11, 42.11, 21.53]","[17, 5, 12, 29.41, 14.35]","[11, 5, 6, 45.45, 26.0]","[7, 1, 5, 14.29, 15.29]","[16, 5, 11, 31.25, 13.88]","[8, 1, 7, 12.5, 4.88]","[10, 1, 9, 10.0, 10.3]","[10, 3, 7, 30.0, 15.3]","[12, 7, 5, 58.33, 12.25]","[7, 3, 4, 42.86, 12.71]","[5, 3, 2, 60.0, 7.6]","[18, 5, 13, 27.78, 11.11]","[7, 3, 4, 42.86, 12.0]","[9, 3, 6, 33.33, 15.89]","[9, 5, 4, 55.56, 26.11]","[3, 1, 2, 33.33, 36.0]","[6, 4, 2, 66.67, 43.17]","[6, 0, 6, 0.0, 21.0]","[9, 2, 7, 22.22, 19.56]","[11, 2, 9, 18.18, 16.09]","[15, 5, 10, 33.33, 10.27]","[16, 7, 9, 43.75, 11.31]","[10, 4, 6, 40.0, 20.4]","[9, 2, 7, 22.22, 13.44]","[6, 3, 3, 50.0, 8.83]","[8, 5, 3, 62.5, 9.62]","[17, 6, 11, 35.29, 8.53]","[8, 1, 7, 12.5, 14.38]","[17, 7, 10, 41.18, 15.53]","[17, 7, 10, 41.18, 17.41]","[8, 0, 8, 0.0, 13.62]","[9, 2, 7, 22.22, 22.0]","[13, 5, 8, 38.46, 15.46]","[6, 2, 4, 33.33, 14.5]","[10, 4, 6, 40.0, 10.6]","[10, 4, 6, 40.0, 12.5]","[13, 3, 10, 23.08, 13.0]","[0, 0, 0, 0, 0]","[7, 3, 4, 42.86, 20.71]","[11, 3, 8, 27.27, 22.0]","[6, 0, 6, 0.0, 6.5]","[15, 1, 14, 6.67, 15.07]","[11, 2, 9, 18.18, 22.0]","[11, 3, 8, 27.27, 9.91]","[11, 2, 9, 18.18, 11.64]","[19, 6, 13, 31.58, 16.0]","[11, 2, 9, 18.18, 5.27]","[12, 7, 5, 58.33, 22.83]","[8, 2, 6, 25.0, 35.25]","[16, 5, 11, 31.25, 35.25]","[10, 2, 8, 20.0, 10.4]","[12, 3, 9, 25.0, 13.42]","[17, 4, 13, 23.53, 19.88]","[7, 2, 5, 28.57, 11.86]","[12, 5, 7, 41.67, 13.08]","[10, 2, 8, 20.0, 31.1]","[12, 2, 10, 16.67, 8.75]","[12, 5, 7, 41.67, 6.75]","[11, 5, 6, 45.45, 11.64]","[15, 7, 8, 46.67, 18.73]","[13, 6, 7, 46.15, 8.46]","[2, 1, 1, 50.0, 2.0]","[9, 1, 8, 11.11, 7.89]","[9, 0, 9, 0.0, 8.44]","[13, 3, 10, 23.08, 14.85]","[8, 1, 7, 12.5, 11.62]","[11, 6, 5, 54.55, 12.27]","[14, 4, 10, 28.57, 17.57]","[10, 5, 5, 50.0, 12.7]","[17, 4, 13, 23.53, 15.29]","[10, 3, 7, 30.0, 18.8]","[8, 5, 3, 62.5, 12.38]","[10, 5, 5, 50.0, 16.7]","[15, 5, 10, 33.33, 12.07]","[13, 9, 4, 69.23, 15.46]","[11, 1, 10, 9.09, 14.91]","[15, 5, 10, 33.33, 12.6]","[6, 1, 5, 16.67, 8.5]","[12, 2, 10, 16.67, 16.17]"
"(15, 5)","[10, 2, 8, 20.0, 226.1]","[4, 2, 2, 50.0, 33.5]","[6, 3, 3, 50.0, 87.83]","[10, 3, 7, 30.0, 203.9]","[6, 4, 2, 66.67, 265.17]","[14, 3, 11, 21.43, 137.29]","[9, 4, 5, 44.44, 200.22]","[13, 2, 11, 15.38, 242.0]","[14, 5, 9, 35.71, 254.57]","[12, 3, 9, 25.0, 270.33]","[18, 7, 10, 38.89, 151.72]","[6, 3, 3, 50.0, 303.33]","[13, 6, 7, 46.15, 177.46]","[7, 1, 6, 14.29, 82.43]","[6, 1, 5, 16.67, 109.0]","[13, 3, 10, 23.08, 178.62]","[10, 5, 5, 50.0, 233.6]","[12, 5, 7, 41.67, 108.58]","[10, 3, 7, 30.0, 277.9]","[5, 3, 2, 60.0, 165.4]","[7, 4, 3, 57.14, 194.29]","[8, 2, 6, 25.0, 130.62]","[12, 3, 8, 25.0, 239.33]","[17, 2, 14, 11.76, 143.24]","[8, 2, 5, 25.0, 301.62]","[7, 2, 4, 28.57, 243.29]","[14, 5, 8, 35.71, 187.71]","[8, 2, 6, 25.0, 96.25]","[9, 3, 6, 33.33, 233.44]","[9, 3, 6, 33.33, 132.56]","[10, 4, 6, 40.0, 189.7]","[6, 2, 4, 33.33, 278.33]","[5, 3, 2, 60.0, 86.8]","[14, 7, 7, 50.0, 225.86]","[6, 1, 5, 16.67, 207.33]","[8, 4, 4, 50.0, 289.38]","[7, 5, 2, 71.43, 331.29]","[3, 1, 2, 33.33, 106.0]","[5, 2, 3, 40.0, 581.6]","[4, 0, 4, 0.0, 269.75]","[7, 1, 6, 14.29, 203.43]","[10, 2, 8, 20.0, 169.8]","[11, 4, 7, 36.36, 137.09]","[14, 4, 10, 28.57, 134.43]","[8, 4, 4, 50.0, 640.25]","[8, 4, 4, 50.0, 268.0]","[5, 2, 3, 40.0, 172.0]","[8, 4, 4, 50.0, 124.62]","[15, 5, 10, 33.33, 114.47]","[8, 1, 7, 12.5, 144.25]","[14, 5, 8, 35.71, 216.29]","[14, 1, 13, 7.14, 126.79]","[7, 5, 2, 71.43, 351.57]","[7, 1, 6, 14.29, 271.14]","[8, 3, 4, 37.5, 255.88]","[6, 5, 1, 83.33, 71.17]","[9, 2, 7, 22.22, 162.67]","[9, 5, 4, 55.56, 170.67]","[11, 1, 9, 9.09, 101.09]","[0, 0, 0, 0, 0]","[6, 4, 2, 66.67, 125.17]","[10, 3, 7, 30.0, 246.3]","[6, 0, 6, 0.0, 74.0]","[9, 3, 6, 33.33, 394.67]","[8, 3, 4, 37.5, 216.38]","[10, 2, 8, 20.0, 102.9]","[8, 3, 4, 37.5, 286.0]","[17, 7, 10, 41.18, 136.18]","[10, 3, 7, 30.0, 89.9]","[8, 6, 2, 75.0, 535.62]","[6, 2, 4, 33.33, 491.17]","[9, 4, 4, 44.44, 384.22]","[9, 2, 7, 22.22, 119.78]","[10, 2, 7, 20.0, 299.2]","[12, 4, 7, 33.33, 230.0]","[7, 1, 6, 14.29, 151.71]","[9, 3, 6, 33.33, 185.78]","[8, 2, 6, 25.0, 245.12]","[10, 4, 6, 40.0, 136.4]","[8, 4, 4, 50.0, 80.0]","[8, 4, 4, 50.0, 382.88]","[14, 7, 7, 50.0, 166.57]","[13, 5, 7, 38.46, 96.08]","[2, 1, 1, 50.0, 40.5]","[6, 2, 4, 33.33, 188.5]","[7, 2, 5, 28.57, 295.57]","[12, 2, 10, 16.67, 129.17]","[7, 1, 6, 14.29, 205.57]","[11, 2, 8, 18.18, 102.18]","[12, 6, 6, 50.0, 159.92]","[9, 2, 7, 22.22, 93.56]","[16, 5, 11, 31.25, 113.75]","[5, 1, 4, 20.0, 604.0]","[6, 1, 5, 16.67, 267.0]","[8, 4, 3, 50.0, 149.25]","[12, 4, 8, 33.33, 265.75]","[8, 3, 5, 37.5, 302.5]","[11, 3, 8, 27.27, 127.73]","[15, 2, 13, 13.33, 73.0]","[6, 2, 4, 33.33, 109.5]","[10, 4, 6, 40.0, 99.9]"
"(30, 10)","[9, 3, 6, 33.33, 474.89]","[4, 2, 2, 50.0, 303.0]","[4, 3, 0, 75.0, 185.0]","[7, 3, 4, 42.86, 487.86]","[6, 3, 3, 50.0, 705.0]","[12, 4, 8, 33.33, 327.17]","[6, 3, 3, 50.0, 559.67]","[8, 2, 5, 25.0, 472.88]","[11, 5, 6, 45.45, 649.91]","[7, 2, 4, 28.57, 1063.86]","[14, 6, 7, 42.86, 315.5]","[5, 3, 2, 60.0, 748.0]","[10, 6, 4, 60.0, 390.6]","[7, 3, 4, 42.86, 163.29]","[6, 0, 6, 0.0, 198.5]","[11, 3, 7, 27.27, 523.55]","[7, 4, 3, 57.14, 732.71]","[7, 3, 4, 42.86, 510.14]","[5, 0, 4, 0.0, 761.2]","[4, 1, 2, 25.0, 927.0]","[5, 1, 4, 20.0, 1057.6]","[6, 2, 4, 33.33, 379.67]","[7, 2, 4, 28.57, 858.0]","[13, 1, 11, 7.69, 436.85]","[4, 2, 1, 50.0, 1364.25]","[6, 1, 4, 16.67, 412.83]","[10, 6, 3, 60.0, 649.8]","[6, 1, 5, 16.67, 265.33]","[6, 2, 4, 33.33, 540.83]","[9, 1, 8, 11.11, 274.89]","[9, 2, 7, 22.22, 511.11]","[4, 2, 2, 50.0, 669.25]","[3, 2, 1, 66.67, 294.67]","[9, 4, 5, 44.44, 721.44]","[4, 0, 4, 0.0, 410.0]","[3, 2, 1, 66.67, 1211.33]","[5, 4, 1, 80.0, 1108.0]","[2, 0, 2, 0.0, 329.5]","[4, 2, 1, 50.0, 1209.75]","[3, 1, 2, 33.33, 540.33]","[6, 2, 4, 33.33, 835.0]","[8, 1, 6, 12.5, 502.38]","[10, 3, 7, 30.0, 375.4]","[11, 5, 6, 45.45, 441.64]","[5, 4, 1, 80.0, 1465.6]","[7, 3, 4, 42.86, 636.71]","[5, 1, 4, 20.0, 413.6]","[8, 2, 6, 25.0, 414.0]","[11, 4, 6, 36.36, 501.55]","[8, 4, 3, 50.0, 451.0]","[12, 4, 7, 33.33, 544.17]","[10, 1, 9, 10.0, 303.8]","[6, 3, 3, 50.0, 671.67]","[5, 0, 5, 0.0, 565.2]","[6, 2, 3, 33.33, 1284.83]","[6, 4, 2, 66.67, 178.0]","[9, 2, 7, 22.22, 299.44]","[8, 3, 4, 37.5, 299.38]","[6, 3, 2, 50.0, 626.67]","[0, 0, 0, 0, 0]","[5, 3, 2, 60.0, 356.8]","[6, 3, 3, 50.0, 849.67]","[6, 0, 5, 0.0, 237.5]","[5, 2, 3, 40.0, 1210.0]","[6, 2, 3, 33.33, 978.0]","[8, 2, 6, 25.0, 539.12]","[3, 1, 1, 33.33, 1755.67]","[11, 5, 5, 45.45, 428.18]","[8, 2, 5, 25.0, 240.62]","[4, 2, 1, 50.0, 536.5]","[3, 1, 1, 33.33, 1690.0]","[5, 2, 2, 40.0, 1237.6]","[9, 2, 7, 22.22, 399.11]","[4, 1, 2, 25.0, 1522.25]","[11, 3, 7, 27.27, 507.82]","[7, 1, 6, 14.29, 285.0]","[6, 2, 4, 33.33, 780.67]","[5, 2, 3, 40.0, 1046.8]","[6, 3, 3, 50.0, 711.33]","[7, 2, 5, 28.57, 383.43]","[6, 3, 3, 50.0, 881.33]","[7, 5, 2, 71.43, 900.0]","[12, 3, 8, 25.0, 295.42]","[2, 1, 1, 50.0, 700.5]","[6, 3, 3, 50.0, 492.33]","[6, 3, 2, 50.0, 703.0]","[10, 1, 9, 10.0, 269.0]","[5, 2, 3, 40.0, 667.0]","[9, 1, 7, 11.11, 215.22]","[8, 5, 3, 62.5, 522.38]","[8, 2, 6, 25.0, 168.62]","[12, 4, 8, 33.33, 299.25]","[3, 1, 2, 33.33, 1404.33]","[5, 1, 4, 20.0, 511.0]","[6, 3, 2, 50.0, 627.67]","[9, 3, 6, 33.33, 564.11]","[8, 3, 5, 37.5, 423.75]","[7, 3, 4, 42.86, 704.43]","[13, 4, 9, 30.77, 234.62]","[6, 2, 4, 33.33, 193.67]","[10, 3, 7, 30.0, 353.6]"
