,Key,Profitability_data
5737,"dfs_38minute_(15, 5)_BBRSI_LICI",0.0
5738,"dfs_38minute_(15, 5)_BBRSI-UC_LICI",0.0
5739,"dfs_38minute_(15, 5)_MA_LICI",0.0
5740,"dfs_38minute_(15, 5)_MARSI-C_LICI",0.0
5741,"dfs_38minute_(15, 5)_MARSI-UC1_LICI",0.0
5742,"dfs_38minute_(15, 5)_MARSI-UC2_LICI",0.0
5743,"dfs_38minute_(15, 5)_RSI_LICI",0.0
5744,"dfs_38minute_(3, 1)_BB_LICI",12.5
5745,"dfs_38minute_(3, 1)_BBRSI_LICI",7.14
5746,"dfs_38minute_(3, 1)_BBRSI-UC_LICI",12.5
5747,"dfs_38minute_(3, 1)_MA_LICI",16.67
5748,"dfs_38minute_(3, 1)_MARSI-C_LICI",0.0
5749,"dfs_38minute_(3, 1)_MARSI-UC1_LICI",0.0
5750,"dfs_38minute_(3, 1)_MARSI-UC2_LICI",0.0
5751,"dfs_38minute_(3, 1)_RSI_LICI",22.73
5752,"dfs_38minute_(30, 10)_BB_LICI",0.0
5753,"dfs_38minute_(30, 10)_BBRSI_LICI",0.0
5754,"dfs_38minute_(30, 10)_BBRSI-UC_LICI",0.0
5755,"dfs_38minute_(30, 10)_MA_LICI",0.0
5756,"dfs_38minute_(30, 10)_MARSI-C_LICI",0.0
5757,"dfs_38minute_(30, 10)_MARSI-UC1_LICI",0.0
5758,"dfs_38minute_(30, 10)_MARSI-UC2_LICI",0.0
5759,"dfs_38minute_(30, 10)_RSI_LICI",0.0
5760,"dfs_day_(1, 0.33)_BB_LTI",48.15
5761,"dfs_day_(1, 0.33)_BBRSI_LTI",47.06
5762,"dfs_day_(1, 0.33)_BBRSI-UC_LTI",48.15
5763,"dfs_day_(1, 0.33)_MA_LTI",38.46
5764,"dfs_day_(1, 0.33)_MARSI-C_LTI",0.0
5765,"dfs_day_(1, 0.33)_MARSI-UC1_LTI",0.0
5766,"dfs_day_(1, 0.33)_MARSI-UC2_LTI",25.0
5767,"dfs_day_(1, 0.33)_RSI_LTI",43.1
5768,"dfs_day_(15, 5)_BB_LTI",27.78
5769,"dfs_day_(15, 5)_BBRSI_LTI",35.71
5770,"dfs_day_(15, 5)_BBRSI-UC_LTI",27.78
5771,"dfs_day_(15, 5)_MA_LTI",54.55
5772,"dfs_day_(15, 5)_MARSI-C_LTI",0.0
5773,"dfs_day_(15, 5)_MARSI-UC1_LTI",0.0
5774,"dfs_day_(15, 5)_MARSI-UC2_LTI",33.33
5775,"dfs_day_(15, 5)_RSI_LTI",38.46
5776,"dfs_day_(3, 1)_BB_LTI",44.0
5777,"dfs_day_(3, 1)_BBRSI_LTI",47.06
5778,"dfs_day_(3, 1)_BBRSI-UC_LTI",44.0
5779,"dfs_day_(3, 1)_MA_LTI",46.15
5780,"dfs_day_(3, 1)_MARSI-C_LTI",0.0
5781,"dfs_day_(3, 1)_MARSI-UC1_LTI",0.0
5782,"dfs_day_(3, 1)_MARSI-UC2_LTI",25.0
5783,"dfs_day_(3, 1)_RSI_LTI",37.5
5784,"dfs_day_(30, 10)_BB_LTI",36.36
5785,"dfs_day_(30, 10)_BBRSI_LTI",33.33
5786,"dfs_day_(30, 10)_BBRSI-UC_LTI",36.36
5787,"dfs_day_(30, 10)_MA_LTI",66.67
5788,"dfs_day_(30, 10)_MARSI-C_LTI",0.0
5789,"dfs_day_(30, 10)_MARSI-UC1_LTI",0.0
5790,"dfs_day_(30, 10)_MARSI-UC2_LTI",0.0
5791,"dfs_day_(30, 10)_RSI_LTI",40.0
5792,"dfs_hour_(1, 0.33)_BB_LTI",39.54
5793,"dfs_hour_(1, 0.33)_BBRSI_LTI",38.89
5794,"dfs_hour_(1, 0.33)_BBRSI-UC_LTI",39.22
5795,"dfs_hour_(1, 0.33)_MA_LTI",41.67
5796,"dfs_hour_(1, 0.33)_MARSI-C_LTI",28.57
5797,"dfs_hour_(1, 0.33)_MARSI-UC1_LTI",41.67
5798,"dfs_hour_(1, 0.33)_MARSI-UC2_LTI",45.16
5799,"dfs_hour_(1, 0.33)_RSI_LTI",38.62
5800,"dfs_hour_(15, 5)_BB_LTI",47.37
5801,"dfs_hour_(15, 5)_BBRSI_LTI",41.38
5802,"dfs_hour_(15, 5)_BBRSI-UC_LTI",47.37
5803,"dfs_hour_(15, 5)_MA_LTI",41.46
5804,"dfs_hour_(15, 5)_MARSI-C_LTI",66.67
5805,"dfs_hour_(15, 5)_MARSI-UC1_LTI",37.5
5806,"dfs_hour_(15, 5)_MARSI-UC2_LTI",29.41
5807,"dfs_hour_(15, 5)_RSI_LTI",39.39
5808,"dfs_hour_(3, 1)_BB_LTI",37.31
5809,"dfs_hour_(3, 1)_BBRSI_LTI",38.78
5810,"dfs_hour_(3, 1)_BBRSI-UC_LTI",36.6
5811,"dfs_hour_(3, 1)_MA_LTI",38.14
5812,"dfs_hour_(3, 1)_MARSI-C_LTI",42.86
5813,"dfs_hour_(3, 1)_MARSI-UC1_LTI",44.44
5814,"dfs_hour_(3, 1)_MARSI-UC2_LTI",30.77
5815,"dfs_hour_(3, 1)_RSI_LTI",35.69
5816,"dfs_hour_(30, 10)_BB_LTI",54.17
5817,"dfs_hour_(30, 10)_BBRSI_LTI",52.0
5818,"dfs_hour_(30, 10)_BBRSI-UC_LTI",54.17
5819,"dfs_hour_(30, 10)_MA_LTI",52.94
5820,"dfs_hour_(30, 10)_MARSI-C_LTI",60.0
5821,"dfs_hour_(30, 10)_MARSI-UC1_LTI",28.57
5822,"dfs_hour_(30, 10)_MARSI-UC2_LTI",36.36
5823,"dfs_hour_(30, 10)_RSI_LTI",50.0
5824,"dfs_38minute_(1, 0.33)_BB_LTI",39.58
5825,"dfs_38minute_(1, 0.33)_BBRSI_LTI",43.23
5826,"dfs_38minute_(1, 0.33)_BBRSI-UC_LTI",39.18
5827,"dfs_38minute_(1, 0.33)_MA_LTI",39.31
5828,"dfs_38minute_(1, 0.33)_MARSI-C_LTI",41.67
5829,"dfs_38minute_(1, 0.33)_MARSI-UC1_LTI",44.44
5830,"dfs_38minute_(1, 0.33)_MARSI-UC2_LTI",51.35
5831,"dfs_38minute_(1, 0.33)_RSI_LTI",37.44
5832,"dfs_38minute_(15, 5)_BB_LTI",40.91
5833,"dfs_38minute_(15, 5)_BBRSI_LTI",41.67
5834,"dfs_38minute_(15, 5)_BBRSI-UC_LTI",39.39
5835,"dfs_38minute_(15, 5)_MA_LTI",46.67
5836,"dfs_38minute_(15, 5)_MARSI-C_LTI",55.56
5837,"dfs_38minute_(15, 5)_MARSI-UC1_LTI",28.57
5838,"dfs_38minute_(15, 5)_MARSI-UC2_LTI",47.83
5839,"dfs_38minute_(15, 5)_RSI_LTI",42.68
5840,"dfs_38minute_(3, 1)_BB_LTI",33.7
5841,"dfs_38minute_(3, 1)_BBRSI_LTI",39.81
5842,"dfs_38minute_(3, 1)_BBRSI-UC_LTI",34.35
5843,"dfs_38minute_(3, 1)_MA_LTI",39.07
5844,"dfs_38minute_(3, 1)_MARSI-C_LTI",41.67
5845,"dfs_38minute_(3, 1)_MARSI-UC1_LTI",22.22
5846,"dfs_38minute_(3, 1)_MARSI-UC2_LTI",50.0
5847,"dfs_38minute_(3, 1)_RSI_LTI",34.99
5848,"dfs_38minute_(30, 10)_BB_LTI",45.45
5849,"dfs_38minute_(30, 10)_BBRSI_LTI",47.62
5850,"dfs_38minute_(30, 10)_BBRSI-UC_LTI",47.62
5851,"dfs_38minute_(30, 10)_MA_LTI",50.0
5852,"dfs_38minute_(30, 10)_MARSI-C_LTI",50.0
5853,"dfs_38minute_(30, 10)_MARSI-UC1_LTI",40.0
5854,"dfs_38minute_(30, 10)_MARSI-UC2_LTI",64.29
5855,"dfs_38minute_(30, 10)_RSI_LTI",50.0
5856,"dfs_day_(1, 0.33)_BB_LT",44.26
5857,"dfs_day_(1, 0.33)_BBRSI_LT",42.5
5858,"dfs_day_(1, 0.33)_BBRSI-UC_LT",45.76
5859,"dfs_day_(1, 0.33)_MA_LT",44.44
5860,"dfs_day_(1, 0.33)_MARSI-C_LT",100.0
5861,"dfs_day_(1, 0.33)_MARSI-UC1_LT",0.0
5862,"dfs_day_(1, 0.33)_MARSI-UC2_LT",50.0
5863,"dfs_day_(1, 0.33)_RSI_LT",43.27
5864,"dfs_day_(15, 5)_BB_LT",33.33
5865,"dfs_day_(15, 5)_BBRSI_LT",36.36
5866,"dfs_day_(15, 5)_BBRSI-UC_LT",30.77
5867,"dfs_day_(15, 5)_MA_LT",46.15
5868,"dfs_day_(15, 5)_MARSI-C_LT",0.0
5869,"dfs_day_(15, 5)_MARSI-UC1_LT",0.0
5870,"dfs_day_(15, 5)_MARSI-UC2_LT",16.67
5871,"dfs_day_(15, 5)_RSI_LT",35.29
5872,"dfs_day_(3, 1)_BB_LT",35.71
5873,"dfs_day_(3, 1)_BBRSI_LT",29.73
5874,"dfs_day_(3, 1)_BBRSI-UC_LT",35.19
5875,"dfs_day_(3, 1)_MA_LT",44.44
5876,"dfs_day_(3, 1)_MARSI-C_LT",100.0
5877,"dfs_day_(3, 1)_MARSI-UC1_LT",0.0
5878,"dfs_day_(3, 1)_MARSI-UC2_LT",37.5
5879,"dfs_day_(3, 1)_RSI_LT",33.77
5880,"dfs_day_(30, 10)_BB_LT",42.86
5881,"dfs_day_(30, 10)_BBRSI_LT",38.46
5882,"dfs_day_(30, 10)_BBRSI-UC_LT",40.0
5883,"dfs_day_(30, 10)_MA_LT",57.14
5884,"dfs_day_(30, 10)_MARSI-C_LT",0.0
5885,"dfs_day_(30, 10)_MARSI-UC1_LT",100.0
5886,"dfs_day_(30, 10)_MARSI-UC2_LT",50.0
5887,"dfs_day_(30, 10)_RSI_LT",37.5
5888,"dfs_hour_(1, 0.33)_BB_LT",31.9
5889,"dfs_hour_(1, 0.33)_BBRSI_LT",35.09
5890,"dfs_hour_(1, 0.33)_BBRSI-UC_LT",32.6
5891,"dfs_hour_(1, 0.33)_MA_LT",33.33
5892,"dfs_hour_(1, 0.33)_MARSI-C_LT",27.27
5893,"dfs_hour_(1, 0.33)_MARSI-UC1_LT",0.0
5894,"dfs_hour_(1, 0.33)_MARSI-UC2_LT",28.95
5895,"dfs_hour_(1, 0.33)_RSI_LT",36.46
5896,"dfs_hour_(15, 5)_BB_LT",31.58
5897,"dfs_hour_(15, 5)_BBRSI_LT",31.91
5898,"dfs_hour_(15, 5)_BBRSI-UC_LT",32.14
5899,"dfs_hour_(15, 5)_MA_LT",34.15
5900,"dfs_hour_(15, 5)_MARSI-C_LT",30.0
5901,"dfs_hour_(15, 5)_MARSI-UC1_LT",14.29
5902,"dfs_hour_(15, 5)_MARSI-UC2_LT",36.0
5903,"dfs_hour_(15, 5)_RSI_LT",29.31
5904,"dfs_hour_(3, 1)_BB_LT",30.22
5905,"dfs_hour_(3, 1)_BBRSI_LT",28.43
5906,"dfs_hour_(3, 1)_BBRSI-UC_LT",29.77
5907,"dfs_hour_(3, 1)_MA_LT",32.19
5908,"dfs_hour_(3, 1)_MARSI-C_LT",27.27
5909,"dfs_hour_(3, 1)_MARSI-UC1_LT",37.5
5910,"dfs_hour_(3, 1)_MARSI-UC2_LT",34.38
5911,"dfs_hour_(3, 1)_RSI_LT",29.49
5912,"dfs_hour_(30, 10)_BB_LT",33.33
5913,"dfs_hour_(30, 10)_BBRSI_LT",33.33
5914,"dfs_hour_(30, 10)_BBRSI-UC_LT",33.33
5915,"dfs_hour_(30, 10)_MA_LT",35.29
5916,"dfs_hour_(30, 10)_MARSI-C_LT",50.0
5917,"dfs_hour_(30, 10)_MARSI-UC1_LT",40.0
5918,"dfs_hour_(30, 10)_MARSI-UC2_LT",42.86
5919,"dfs_hour_(30, 10)_RSI_LT",31.58
5920,"dfs_38minute_(1, 0.33)_BB_LT",31.52
5921,"dfs_38minute_(1, 0.33)_BBRSI_LT",31.88
5922,"dfs_38minute_(1, 0.33)_BBRSI-UC_LT",31.47
5923,"dfs_38minute_(1, 0.33)_MA_LT",39.17
5924,"dfs_38minute_(1, 0.33)_MARSI-C_LT",56.0
5925,"dfs_38minute_(1, 0.33)_MARSI-UC1_LT",26.67
5926,"dfs_38minute_(1, 0.33)_MARSI-UC2_LT",38.64
5927,"dfs_38minute_(1, 0.33)_RSI_LT",32.66
5928,"dfs_38minute_(15, 5)_BB_LT",31.03
5929,"dfs_38minute_(15, 5)_BBRSI_LT",28.57
5930,"dfs_38minute_(15, 5)_BBRSI-UC_LT",30.36
5931,"dfs_38minute_(15, 5)_MA_LT",29.82
5932,"dfs_38minute_(15, 5)_MARSI-C_LT",15.79
5933,"dfs_38minute_(15, 5)_MARSI-UC1_LT",30.0
5934,"dfs_38minute_(15, 5)_MARSI-UC2_LT",27.27
5935,"dfs_38minute_(15, 5)_RSI_LT",28.36
5936,"dfs_38minute_(3, 1)_BB_LT",29.86
5937,"dfs_38minute_(3, 1)_BBRSI_LT",29.96
5938,"dfs_38minute_(3, 1)_BBRSI-UC_LT",29.59
5939,"dfs_38minute_(3, 1)_MA_LT",34.04
5940,"dfs_38minute_(3, 1)_MARSI-C_LT",39.13
5941,"dfs_38minute_(3, 1)_MARSI-UC1_LT",26.67
5942,"dfs_38minute_(3, 1)_MARSI-UC2_LT",28.95
5943,"dfs_38minute_(3, 1)_RSI_LT",30.43
5944,"dfs_38minute_(30, 10)_BB_LT",28.57
5945,"dfs_38minute_(30, 10)_BBRSI_LT",28.57
5946,"dfs_38minute_(30, 10)_BBRSI-UC_LT",28.57
5947,"dfs_38minute_(30, 10)_MA_LT",33.33
5948,"dfs_38minute_(30, 10)_MARSI-C_LT",30.0
5949,"dfs_38minute_(30, 10)_MARSI-UC1_LT",28.57
5950,"dfs_38minute_(30, 10)_MARSI-UC2_LT",36.36
5951,"dfs_38minute_(30, 10)_RSI_LT",31.82
5952,"dfs_day_(1, 0.33)_BB_LUPIN",42.17
5953,"dfs_day_(1, 0.33)_BBRSI_LUPIN",32.61
5954,"dfs_day_(1, 0.33)_BBRSI-UC_LUPIN",41.98
5955,"dfs_day_(1, 0.33)_MA_LUPIN",38.1
5956,"dfs_day_(1, 0.33)_MARSI-C_LUPIN",100.0
5957,"dfs_day_(1, 0.33)_MARSI-UC1_LUPIN",0.0
5958,"dfs_day_(1, 0.33)_MARSI-UC2_LUPIN",50.0
5959,"dfs_day_(1, 0.33)_RSI_LUPIN",34.09
5960,"dfs_day_(15, 5)_BB_LUPIN",21.05
5961,"dfs_day_(15, 5)_BBRSI_LUPIN",15.38
5962,"dfs_day_(15, 5)_BBRSI-UC_LUPIN",21.05
5963,"dfs_day_(15, 5)_MA_LUPIN",20.0
5964,"dfs_day_(15, 5)_MARSI-C_LUPIN",0.0
5965,"dfs_day_(15, 5)_MARSI-UC1_LUPIN",0.0
5966,"dfs_day_(15, 5)_MARSI-UC2_LUPIN",0.0
5967,"dfs_day_(15, 5)_RSI_LUPIN",18.92
5968,"dfs_day_(3, 1)_BB_LUPIN",33.78
5969,"dfs_day_(3, 1)_BBRSI_LUPIN",31.82
5970,"dfs_day_(3, 1)_BBRSI-UC_LUPIN",32.88
5971,"dfs_day_(3, 1)_MA_LUPIN",23.81
5972,"dfs_day_(3, 1)_MARSI-C_LUPIN",100.0
5973,"dfs_day_(3, 1)_MARSI-UC1_LUPIN",0.0
5974,"dfs_day_(3, 1)_MARSI-UC2_LUPIN",33.33
5975,"dfs_day_(3, 1)_RSI_LUPIN",25.0
5976,"dfs_day_(30, 10)_BB_LUPIN",6.25
5977,"dfs_day_(30, 10)_BBRSI_LUPIN",14.29
5978,"dfs_day_(30, 10)_BBRSI-UC_LUPIN",6.25
5979,"dfs_day_(30, 10)_MA_LUPIN",9.09
5980,"dfs_day_(30, 10)_MARSI-C_LUPIN",0.0
5981,"dfs_day_(30, 10)_MARSI-UC1_LUPIN",0.0
5982,"dfs_day_(30, 10)_MARSI-UC2_LUPIN",0.0
5983,"dfs_day_(30, 10)_RSI_LUPIN",11.76
5984,"dfs_hour_(1, 0.33)_BB_LUPIN",35.77
5985,"dfs_hour_(1, 0.33)_BBRSI_LUPIN",37.99
5986,"dfs_hour_(1, 0.33)_BBRSI-UC_LUPIN",35.09
5987,"dfs_hour_(1, 0.33)_MA_LUPIN",31.48
5988,"dfs_hour_(1, 0.33)_MARSI-C_LUPIN",16.67
5989,"dfs_hour_(1, 0.33)_MARSI-UC1_LUPIN",46.15
5990,"dfs_hour_(1, 0.33)_MARSI-UC2_LUPIN",41.46
5991,"dfs_hour_(1, 0.33)_RSI_LUPIN",33.43
5992,"dfs_hour_(15, 5)_BB_LUPIN",19.12
5993,"dfs_hour_(15, 5)_BBRSI_LUPIN",20.97
5994,"dfs_hour_(15, 5)_BBRSI-UC_LUPIN",19.12
5995,"dfs_hour_(15, 5)_MA_LUPIN",15.52
5996,"dfs_hour_(15, 5)_MARSI-C_LUPIN",0.0
5997,"dfs_hour_(15, 5)_MARSI-UC1_LUPIN",0.0
5998,"dfs_hour_(15, 5)_MARSI-UC2_LUPIN",3.85
5999,"dfs_hour_(15, 5)_RSI_LUPIN",21.95
6000,"dfs_hour_(3, 1)_BB_LUPIN",31.39
6001,"dfs_hour_(3, 1)_BBRSI_LUPIN",32.51
6002,"dfs_hour_(3, 1)_BBRSI-UC_LUPIN",30.92
6003,"dfs_hour_(3, 1)_MA_LUPIN",26.06
6004,"dfs_hour_(3, 1)_MARSI-C_LUPIN",0.0
6005,"dfs_hour_(3, 1)_MARSI-UC1_LUPIN",30.77
6006,"dfs_hour_(3, 1)_MARSI-UC2_LUPIN",32.35
6007,"dfs_hour_(3, 1)_RSI_LUPIN",28.6
6008,"dfs_hour_(30, 10)_BB_LUPIN",17.39
6009,"dfs_hour_(30, 10)_BBRSI_LUPIN",17.39
6010,"dfs_hour_(30, 10)_BBRSI-UC_LUPIN",17.39
6011,"dfs_hour_(30, 10)_MA_LUPIN",13.04
6012,"dfs_hour_(30, 10)_MARSI-C_LUPIN",0.0
6013,"dfs_hour_(30, 10)_MARSI-UC1_LUPIN",0.0
6014,"dfs_hour_(30, 10)_MARSI-UC2_LUPIN",0.0
6015,"dfs_hour_(30, 10)_RSI_LUPIN",16.67
6016,"dfs_38minute_(1, 0.33)_BB_LUPIN",37.45
6017,"dfs_38minute_(1, 0.33)_BBRSI_LUPIN",37.37
6018,"dfs_38minute_(1, 0.33)_BBRSI-UC_LUPIN",37.5
6019,"dfs_38minute_(1, 0.33)_MA_LUPIN",33.92
6020,"dfs_38minute_(1, 0.33)_MARSI-C_LUPIN",21.74
6021,"dfs_38minute_(1, 0.33)_MARSI-UC1_LUPIN",27.78
6022,"dfs_38minute_(1, 0.33)_MARSI-UC2_LUPIN",37.5
6023,"dfs_38minute_(1, 0.33)_RSI_LUPIN",33.04
6024,"dfs_38minute_(15, 5)_BB_LUPIN",21.33
6025,"dfs_38minute_(15, 5)_BBRSI_LUPIN",18.75
6026,"dfs_38minute_(15, 5)_BBRSI-UC_LUPIN",21.33
6027,"dfs_38minute_(15, 5)_MA_LUPIN",21.54
6028,"dfs_38minute_(15, 5)_MARSI-C_LUPIN",17.65
6029,"dfs_38minute_(15, 5)_MARSI-UC1_LUPIN",7.69
6030,"dfs_38minute_(15, 5)_MARSI-UC2_LUPIN",13.79
6031,"dfs_38minute_(15, 5)_RSI_LUPIN",21.84
6032,"dfs_38minute_(3, 1)_BB_LUPIN",30.32
6033,"dfs_38minute_(3, 1)_BBRSI_LUPIN",30.72
6034,"dfs_38minute_(3, 1)_BBRSI-UC_LUPIN",29.4
6035,"dfs_38minute_(3, 1)_MA_LUPIN",31.25
6036,"dfs_38minute_(3, 1)_MARSI-C_LUPIN",26.09
6037,"dfs_38minute_(3, 1)_MARSI-UC1_LUPIN",35.29
6038,"dfs_38minute_(3, 1)_MARSI-UC2_LUPIN",32.56
6039,"dfs_38minute_(3, 1)_RSI_LUPIN",27.73
6040,"dfs_38minute_(30, 10)_BB_LUPIN",15.79
6041,"dfs_38minute_(30, 10)_BBRSI_LUPIN",15.79
6042,"dfs_38minute_(30, 10)_BBRSI-UC_LUPIN",15.79
6043,"dfs_38minute_(30, 10)_MA_LUPIN",10.53
6044,"dfs_38minute_(30, 10)_MARSI-C_LUPIN",8.33
6045,"dfs_38minute_(30, 10)_MARSI-UC1_LUPIN",0.0
6046,"dfs_38minute_(30, 10)_MARSI-UC2_LUPIN",6.67
6047,"dfs_38minute_(30, 10)_RSI_LUPIN",16.67
6048,"dfs_day_(1, 0.33)_BB_MARICO",53.06
6049,"dfs_day_(1, 0.33)_BBRSI_MARICO",48.28
6050,"dfs_day_(1, 0.33)_BBRSI-UC_MARICO",48.89
6051,"dfs_day_(1, 0.33)_MA_MARICO",59.26
6052,"dfs_day_(1, 0.33)_MARSI-C_MARICO",25.0
6053,"dfs_day_(1, 0.33)_MARSI-UC1_MARICO",66.67
6054,"dfs_day_(1, 0.33)_MARSI-UC2_MARICO",42.86
6055,"dfs_day_(1, 0.33)_RSI_MARICO",52.17
6056,"dfs_day_(15, 5)_BB_MARICO",35.0
6057,"dfs_day_(15, 5)_BBRSI_MARICO",33.33
6058,"dfs_day_(15, 5)_BBRSI-UC_MARICO",35.0
6059,"dfs_day_(15, 5)_MA_MARICO",37.5
6060,"dfs_day_(15, 5)_MARSI-C_MARICO",66.67
6061,"dfs_day_(15, 5)_MARSI-UC1_MARICO",0.0
6062,"dfs_day_(15, 5)_MARSI-UC2_MARICO",0.0
6063,"dfs_day_(15, 5)_RSI_MARICO",42.11
6064,"dfs_day_(3, 1)_BB_MARICO",40.48
6065,"dfs_day_(3, 1)_BBRSI_MARICO",38.46
6066,"dfs_day_(3, 1)_BBRSI-UC_MARICO",38.46
6067,"dfs_day_(3, 1)_MA_MARICO",42.31
6068,"dfs_day_(3, 1)_MARSI-C_MARICO",0.0
6069,"dfs_day_(3, 1)_MARSI-UC1_MARICO",50.0
6070,"dfs_day_(3, 1)_MARSI-UC2_MARICO",16.67
6071,"dfs_day_(3, 1)_RSI_MARICO",31.25
6072,"dfs_day_(30, 10)_BB_MARICO",37.5
6073,"dfs_day_(30, 10)_BBRSI_MARICO",33.33
6074,"dfs_day_(30, 10)_BBRSI-UC_MARICO",37.5
6075,"dfs_day_(30, 10)_MA_MARICO",57.14
6076,"dfs_day_(30, 10)_MARSI-C_MARICO",66.67
6077,"dfs_day_(30, 10)_MARSI-UC1_MARICO",0.0
6078,"dfs_day_(30, 10)_MARSI-UC2_MARICO",0.0
6079,"dfs_day_(30, 10)_RSI_MARICO",42.86
6080,"dfs_hour_(1, 0.33)_BB_MARICO",45.85
6081,"dfs_hour_(1, 0.33)_BBRSI_MARICO",42.04
6082,"dfs_hour_(1, 0.33)_BBRSI-UC_MARICO",44.14
6083,"dfs_hour_(1, 0.33)_MA_MARICO",36.16
6084,"dfs_hour_(1, 0.33)_MARSI-C_MARICO",31.25
6085,"dfs_hour_(1, 0.33)_MARSI-UC1_MARICO",50.0
6086,"dfs_hour_(1, 0.33)_MARSI-UC2_MARICO",34.21
6087,"dfs_hour_(1, 0.33)_RSI_MARICO",40.89
6088,"dfs_hour_(15, 5)_BB_MARICO",40.0
6089,"dfs_hour_(15, 5)_BBRSI_MARICO",40.54
6090,"dfs_hour_(15, 5)_BBRSI-UC_MARICO",40.0
6091,"dfs_hour_(15, 5)_MA_MARICO",33.33
6092,"dfs_hour_(15, 5)_MARSI-C_MARICO",33.33
6093,"dfs_hour_(15, 5)_MARSI-UC1_MARICO",0.0
6094,"dfs_hour_(15, 5)_MARSI-UC2_MARICO",38.1
6095,"dfs_hour_(15, 5)_RSI_MARICO",40.0
6096,"dfs_hour_(3, 1)_BB_MARICO",39.36
6097,"dfs_hour_(3, 1)_BBRSI_MARICO",37.72
6098,"dfs_hour_(3, 1)_BBRSI-UC_MARICO",39.34
6099,"dfs_hour_(3, 1)_MA_MARICO",26.99
6100,"dfs_hour_(3, 1)_MARSI-C_MARICO",6.67
6101,"dfs_hour_(3, 1)_MARSI-UC1_MARICO",14.29
6102,"dfs_hour_(3, 1)_MARSI-UC2_MARICO",28.57
6103,"dfs_hour_(3, 1)_RSI_MARICO",37.8
6104,"dfs_hour_(30, 10)_BB_MARICO",50.0
6105,"dfs_hour_(30, 10)_BBRSI_MARICO",60.0
6106,"dfs_hour_(30, 10)_BBRSI-UC_MARICO",50.0
6107,"dfs_hour_(30, 10)_MA_MARICO",66.67
6108,"dfs_hour_(30, 10)_MARSI-C_MARICO",40.0
6109,"dfs_hour_(30, 10)_MARSI-UC1_MARICO",0.0
6110,"dfs_hour_(30, 10)_MARSI-UC2_MARICO",71.43
6111,"dfs_hour_(30, 10)_RSI_MARICO",50.0
6112,"dfs_38minute_(1, 0.33)_BB_MARICO",37.92
6113,"dfs_38minute_(1, 0.33)_BBRSI_MARICO",38.91
6114,"dfs_38minute_(1, 0.33)_BBRSI-UC_MARICO",39.09
6115,"dfs_38minute_(1, 0.33)_MA_MARICO",29.49
6116,"dfs_38minute_(1, 0.33)_MARSI-C_MARICO",23.53
6117,"dfs_38minute_(1, 0.33)_MARSI-UC1_MARICO",36.0
6118,"dfs_38minute_(1, 0.33)_MARSI-UC2_MARICO",30.16
6119,"dfs_38minute_(1, 0.33)_RSI_MARICO",39.86
6120,"dfs_38minute_(15, 5)_BB_MARICO",39.13
6121,"dfs_38minute_(15, 5)_BBRSI_MARICO",43.9
6122,"dfs_38minute_(15, 5)_BBRSI-UC_MARICO",38.3
6123,"dfs_38minute_(15, 5)_MA_MARICO",35.0
6124,"dfs_38minute_(15, 5)_MARSI-C_MARICO",23.08
6125,"dfs_38minute_(15, 5)_MARSI-UC1_MARICO",28.57
6126,"dfs_38minute_(15, 5)_MARSI-UC2_MARICO",26.67
6127,"dfs_38minute_(15, 5)_RSI_MARICO",40.48
6128,"dfs_38minute_(3, 1)_BB_MARICO",36.22
6129,"dfs_38minute_(3, 1)_BBRSI_MARICO",39.38
6130,"dfs_38minute_(3, 1)_BBRSI-UC_MARICO",37.5
6131,"dfs_38minute_(3, 1)_MA_MARICO",29.19
6132,"dfs_38minute_(3, 1)_MARSI-C_MARICO",23.53
6133,"dfs_38minute_(3, 1)_MARSI-UC1_MARICO",40.91
6134,"dfs_38minute_(3, 1)_MARSI-UC2_MARICO",30.36
6135,"dfs_38minute_(3, 1)_RSI_MARICO",35.45
6136,"dfs_38minute_(30, 10)_BB_MARICO",57.14
6137,"dfs_38minute_(30, 10)_BBRSI_MARICO",46.15
6138,"dfs_38minute_(30, 10)_BBRSI-UC_MARICO",57.14
6139,"dfs_38minute_(30, 10)_MA_MARICO",55.56
6140,"dfs_38minute_(30, 10)_MARSI-C_MARICO",37.5
6141,"dfs_38minute_(30, 10)_MARSI-UC1_MARICO",44.44
6142,"dfs_38minute_(30, 10)_MARSI-UC2_MARICO",44.44
6143,"dfs_38minute_(30, 10)_RSI_MARICO",57.14
6144,"dfs_day_(1, 0.33)_BB_MARUTI",51.02
6145,"dfs_day_(1, 0.33)_BBRSI_MARUTI",62.16
6146,"dfs_day_(1, 0.33)_BBRSI-UC_MARUTI",48.94
6147,"dfs_day_(1, 0.33)_MA_MARUTI",40.0
6148,"dfs_day_(1, 0.33)_MARSI-C_MARUTI",0.0
6149,"dfs_day_(1, 0.33)_MARSI-UC1_MARUTI",100.0
6150,"dfs_day_(1, 0.33)_MARSI-UC2_MARUTI",50.0
6151,"dfs_day_(1, 0.33)_RSI_MARUTI",40.62
6152,"dfs_day_(15, 5)_BB_MARUTI",36.36
6153,"dfs_day_(15, 5)_BBRSI_MARUTI",33.33
6154,"dfs_day_(15, 5)_BBRSI-UC_MARUTI",35.0
6155,"dfs_day_(15, 5)_MA_MARUTI",35.29
6156,"dfs_day_(15, 5)_MARSI-C_MARUTI",33.33
