,Key,Profitability_data
1300,"dfs_hour_(3, 1)_MARSI-C_BANDHANBNK",33.33
1301,"dfs_hour_(3, 1)_MARSI-UC1_BANDHANBNK",28.57
1302,"dfs_hour_(3, 1)_MARSI-UC2_BANDHANBNK",50.0
1303,"dfs_hour_(3, 1)_RSI_BANDHANBNK",30.57
1304,"dfs_hour_(30, 10)_BB_BANDHANBNK",25.81
1305,"dfs_hour_(30, 10)_BBRSI_BANDHANBNK",26.67
1306,"dfs_hour_(30, 10)_BBRSI-UC_BANDHANBNK",25.81
1307,"dfs_hour_(30, 10)_MA_BANDHANBNK",30.77
1308,"dfs_hour_(30, 10)_MARSI-C_BANDHANBNK",42.86
1309,"dfs_hour_(30, 10)_MARSI-UC1_BANDHANBNK",20.0
1310,"dfs_hour_(30, 10)_MARSI-UC2_BANDHANBNK",22.22
1311,"dfs_hour_(30, 10)_RSI_BANDHANBNK",25.64
1312,"dfs_38minute_(1, 0.33)_BB_BANDHANBNK",33.33
1313,"dfs_38minute_(1, 0.33)_BBRSI_BANDHANBNK",33.08
1314,"dfs_38minute_(1, 0.33)_BBRSI-UC_BANDHANBNK",33.62
1315,"dfs_38minute_(1, 0.33)_MA_BANDHANBNK",36.29
1316,"dfs_38minute_(1, 0.33)_MARSI-C_BANDHANBNK",64.29
1317,"dfs_38minute_(1, 0.33)_MARSI-UC1_BANDHANBNK",54.55
1318,"dfs_38minute_(1, 0.33)_MARSI-UC2_BANDHANBNK",43.75
1319,"dfs_38minute_(1, 0.33)_RSI_BANDHANBNK",32.56
1320,"dfs_38minute_(15, 5)_BB_BANDHANBNK",30.12
1321,"dfs_38minute_(15, 5)_BBRSI_BANDHANBNK",28.57
1322,"dfs_38minute_(15, 5)_BBRSI-UC_BANDHANBNK",30.12
1323,"dfs_38minute_(15, 5)_MA_BANDHANBNK",28.33
1324,"dfs_38minute_(15, 5)_MARSI-C_BANDHANBNK",25.0
1325,"dfs_38minute_(15, 5)_MARSI-UC1_BANDHANBNK",22.22
1326,"dfs_38minute_(15, 5)_MARSI-UC2_BANDHANBNK",30.0
1327,"dfs_38minute_(15, 5)_RSI_BANDHANBNK",27.27
1328,"dfs_38minute_(3, 1)_BB_BANDHANBNK",30.11
1329,"dfs_38minute_(3, 1)_BBRSI_BANDHANBNK",28.83
1330,"dfs_38minute_(3, 1)_BBRSI-UC_BANDHANBNK",29.56
1331,"dfs_38minute_(3, 1)_MA_BANDHANBNK",29.57
1332,"dfs_38minute_(3, 1)_MARSI-C_BANDHANBNK",25.0
1333,"dfs_38minute_(3, 1)_MARSI-UC1_BANDHANBNK",27.27
1334,"dfs_38minute_(3, 1)_MARSI-UC2_BANDHANBNK",41.38
1335,"dfs_38minute_(3, 1)_RSI_BANDHANBNK",30.57
1336,"dfs_38minute_(30, 10)_BB_BANDHANBNK",20.0
1337,"dfs_38minute_(30, 10)_BBRSI_BANDHANBNK",22.22
1338,"dfs_38minute_(30, 10)_BBRSI-UC_BANDHANBNK",20.0
1339,"dfs_38minute_(30, 10)_MA_BANDHANBNK",29.63
1340,"dfs_38minute_(30, 10)_MARSI-C_BANDHANBNK",20.0
1341,"dfs_38minute_(30, 10)_MARSI-UC1_BANDHANBNK",0.0
1342,"dfs_38minute_(30, 10)_MARSI-UC2_BANDHANBNK",16.67
1343,"dfs_38minute_(30, 10)_RSI_BANDHANBNK",27.78
1344,"dfs_day_(1, 0.33)_BB_BANKBARODA",45.71
1345,"dfs_day_(1, 0.33)_BBRSI_BANKBARODA",48.0
1346,"dfs_day_(1, 0.33)_BBRSI-UC_BANKBARODA",44.93
1347,"dfs_day_(1, 0.33)_MA_BANKBARODA",44.0
1348,"dfs_day_(1, 0.33)_MARSI-C_BANKBARODA",0.0
1349,"dfs_day_(1, 0.33)_MARSI-UC1_BANKBARODA",66.67
1350,"dfs_day_(1, 0.33)_MARSI-UC2_BANKBARODA",50.0
1351,"dfs_day_(1, 0.33)_RSI_BANKBARODA",42.66
1352,"dfs_day_(15, 5)_BB_BANKBARODA",31.58
1353,"dfs_day_(15, 5)_BBRSI_BANKBARODA",22.58
1354,"dfs_day_(15, 5)_BBRSI-UC_BANKBARODA",31.58
1355,"dfs_day_(15, 5)_MA_BANKBARODA",21.05
1356,"dfs_day_(15, 5)_MARSI-C_BANKBARODA",0.0
1357,"dfs_day_(15, 5)_MARSI-UC1_BANKBARODA",66.67
1358,"dfs_day_(15, 5)_MARSI-UC2_BANKBARODA",66.67
1359,"dfs_day_(15, 5)_RSI_BANKBARODA",26.79
1360,"dfs_day_(3, 1)_BB_BANKBARODA",39.06
1361,"dfs_day_(3, 1)_BBRSI_BANKBARODA",40.0
1362,"dfs_day_(3, 1)_BBRSI-UC_BANKBARODA",38.1
1363,"dfs_day_(3, 1)_MA_BANKBARODA",52.17
1364,"dfs_day_(3, 1)_MARSI-C_BANKBARODA",0.0
1365,"dfs_day_(3, 1)_MARSI-UC1_BANKBARODA",66.67
1366,"dfs_day_(3, 1)_MARSI-UC2_BANKBARODA",40.0
1367,"dfs_day_(3, 1)_RSI_BANKBARODA",38.66
1368,"dfs_day_(30, 10)_BB_BANKBARODA",41.67
1369,"dfs_day_(30, 10)_BBRSI_BANKBARODA",33.33
1370,"dfs_day_(30, 10)_BBRSI-UC_BANKBARODA",41.67
1371,"dfs_day_(30, 10)_MA_BANKBARODA",33.33
1372,"dfs_day_(30, 10)_MARSI-C_BANKBARODA",0.0
1373,"dfs_day_(30, 10)_MARSI-UC1_BANKBARODA",33.33
1374,"dfs_day_(30, 10)_MARSI-UC2_BANKBARODA",33.33
1375,"dfs_day_(30, 10)_RSI_BANKBARODA",27.27
1376,"dfs_hour_(1, 0.33)_BB_BANKBARODA",30.48
1377,"dfs_hour_(1, 0.33)_BBRSI_BANKBARODA",34.45
1378,"dfs_hour_(1, 0.33)_BBRSI-UC_BANKBARODA",31.59
1379,"dfs_hour_(1, 0.33)_MA_BANKBARODA",33.11
1380,"dfs_hour_(1, 0.33)_MARSI-C_BANKBARODA",11.11
1381,"dfs_hour_(1, 0.33)_MARSI-UC1_BANKBARODA",40.0
1382,"dfs_hour_(1, 0.33)_MARSI-UC2_BANKBARODA",46.34
1383,"dfs_hour_(1, 0.33)_RSI_BANKBARODA",34.27
1384,"dfs_hour_(15, 5)_BB_BANKBARODA",26.89
1385,"dfs_hour_(15, 5)_BBRSI_BANKBARODA",28.44
1386,"dfs_hour_(15, 5)_BBRSI-UC_BANKBARODA",26.96
1387,"dfs_hour_(15, 5)_MA_BANKBARODA",27.16
1388,"dfs_hour_(15, 5)_MARSI-C_BANKBARODA",16.67
1389,"dfs_hour_(15, 5)_MARSI-UC1_BANKBARODA",33.33
1390,"dfs_hour_(15, 5)_MARSI-UC2_BANKBARODA",28.57
1391,"dfs_hour_(15, 5)_RSI_BANKBARODA",29.37
1392,"dfs_hour_(3, 1)_BB_BANKBARODA",25.93
1393,"dfs_hour_(3, 1)_BBRSI_BANKBARODA",29.71
1394,"dfs_hour_(3, 1)_BBRSI-UC_BANKBARODA",26.18
1395,"dfs_hour_(3, 1)_MA_BANKBARODA",32.89
1396,"dfs_hour_(3, 1)_MARSI-C_BANKBARODA",50.0
1397,"dfs_hour_(3, 1)_MARSI-UC1_BANKBARODA",60.0
1398,"dfs_hour_(3, 1)_MARSI-UC2_BANKBARODA",36.84
1399,"dfs_hour_(3, 1)_RSI_BANKBARODA",29.9
1400,"dfs_hour_(30, 10)_BB_BANKBARODA",25.53
1401,"dfs_hour_(30, 10)_BBRSI_BANKBARODA",29.55
1402,"dfs_hour_(30, 10)_BBRSI-UC_BANKBARODA",24.44
1403,"dfs_hour_(30, 10)_MA_BANKBARODA",28.57
1404,"dfs_hour_(30, 10)_MARSI-C_BANKBARODA",0.0
1405,"dfs_hour_(30, 10)_MARSI-UC1_BANKBARODA",37.5
1406,"dfs_hour_(30, 10)_MARSI-UC2_BANKBARODA",38.1
1407,"dfs_hour_(30, 10)_RSI_BANKBARODA",28.85
1408,"dfs_38minute_(1, 0.33)_BB_BANKBARODA",33.55
1409,"dfs_38minute_(1, 0.33)_BBRSI_BANKBARODA",35.65
1410,"dfs_38minute_(1, 0.33)_BBRSI-UC_BANKBARODA",33.68
1411,"dfs_38minute_(1, 0.33)_MA_BANKBARODA",37.88
1412,"dfs_38minute_(1, 0.33)_MARSI-C_BANKBARODA",33.33
1413,"dfs_38minute_(1, 0.33)_MARSI-UC1_BANKBARODA",13.33
1414,"dfs_38minute_(1, 0.33)_MARSI-UC2_BANKBARODA",35.9
1415,"dfs_38minute_(1, 0.33)_RSI_BANKBARODA",34.22
1416,"dfs_38minute_(15, 5)_BB_BANKBARODA",28.68
1417,"dfs_38minute_(15, 5)_BBRSI_BANKBARODA",30.43
1418,"dfs_38minute_(15, 5)_BBRSI-UC_BANKBARODA",30.16
1419,"dfs_38minute_(15, 5)_MA_BANKBARODA",28.89
1420,"dfs_38minute_(15, 5)_MARSI-C_BANKBARODA",30.77
1421,"dfs_38minute_(15, 5)_MARSI-UC1_BANKBARODA",7.69
1422,"dfs_38minute_(15, 5)_MARSI-UC2_BANKBARODA",18.52
1423,"dfs_38minute_(15, 5)_RSI_BANKBARODA",26.28
1424,"dfs_38minute_(3, 1)_BB_BANKBARODA",26.51
1425,"dfs_38minute_(3, 1)_BBRSI_BANKBARODA",30.77
1426,"dfs_38minute_(3, 1)_BBRSI-UC_BANKBARODA",27.02
1427,"dfs_38minute_(3, 1)_MA_BANKBARODA",35.87
1428,"dfs_38minute_(3, 1)_MARSI-C_BANKBARODA",38.46
1429,"dfs_38minute_(3, 1)_MARSI-UC1_BANKBARODA",21.43
1430,"dfs_38minute_(3, 1)_MARSI-UC2_BANKBARODA",38.24
1431,"dfs_38minute_(3, 1)_RSI_BANKBARODA",28.96
1432,"dfs_38minute_(30, 10)_BB_BANKBARODA",27.66
1433,"dfs_38minute_(30, 10)_BBRSI_BANKBARODA",27.66
1434,"dfs_38minute_(30, 10)_BBRSI-UC_BANKBARODA",26.67
1435,"dfs_38minute_(30, 10)_MA_BANKBARODA",27.91
1436,"dfs_38minute_(30, 10)_MARSI-C_BANKBARODA",27.27
1437,"dfs_38minute_(30, 10)_MARSI-UC1_BANKBARODA",16.67
1438,"dfs_38minute_(30, 10)_MARSI-UC2_BANKBARODA",23.81
1439,"dfs_38minute_(30, 10)_RSI_BANKBARODA",28.3
1440,"dfs_day_(1, 0.33)_BB_BERGEPAINT",39.13
1441,"dfs_day_(1, 0.33)_BBRSI_BERGEPAINT",50.0
1442,"dfs_day_(1, 0.33)_BBRSI-UC_BERGEPAINT",40.0
1443,"dfs_day_(1, 0.33)_MA_BERGEPAINT",47.62
1444,"dfs_day_(1, 0.33)_MARSI-C_BERGEPAINT",0.0
1445,"dfs_day_(1, 0.33)_MARSI-UC1_BERGEPAINT",0.0
1446,"dfs_day_(1, 0.33)_MARSI-UC2_BERGEPAINT",50.0
1447,"dfs_day_(1, 0.33)_RSI_BERGEPAINT",45.0
1448,"dfs_day_(15, 5)_BB_BERGEPAINT",32.0
1449,"dfs_day_(15, 5)_BBRSI_BERGEPAINT",40.0
1450,"dfs_day_(15, 5)_BBRSI-UC_BERGEPAINT",33.33
1451,"dfs_day_(15, 5)_MA_BERGEPAINT",29.41
1452,"dfs_day_(15, 5)_MARSI-C_BERGEPAINT",0.0
1453,"dfs_day_(15, 5)_MARSI-UC1_BERGEPAINT",0.0
1454,"dfs_day_(15, 5)_MARSI-UC2_BERGEPAINT",0.0
1455,"dfs_day_(15, 5)_RSI_BERGEPAINT",46.88
1456,"dfs_day_(3, 1)_BB_BERGEPAINT",34.15
1457,"dfs_day_(3, 1)_BBRSI_BERGEPAINT",38.71
1458,"dfs_day_(3, 1)_BBRSI-UC_BERGEPAINT",37.5
1459,"dfs_day_(3, 1)_MA_BERGEPAINT",40.0
1460,"dfs_day_(3, 1)_MARSI-C_BERGEPAINT",0.0
1461,"dfs_day_(3, 1)_MARSI-UC1_BERGEPAINT",0.0
1462,"dfs_day_(3, 1)_MARSI-UC2_BERGEPAINT",50.0
1463,"dfs_day_(3, 1)_RSI_BERGEPAINT",45.9
1464,"dfs_day_(30, 10)_BB_BERGEPAINT",36.36
1465,"dfs_day_(30, 10)_BBRSI_BERGEPAINT",36.36
1466,"dfs_day_(30, 10)_BBRSI-UC_BERGEPAINT",36.36
1467,"dfs_day_(30, 10)_MA_BERGEPAINT",57.14
1468,"dfs_day_(30, 10)_MARSI-C_BERGEPAINT",100.0
1469,"dfs_day_(30, 10)_MARSI-UC1_BERGEPAINT",0.0
1470,"dfs_day_(30, 10)_MARSI-UC2_BERGEPAINT",0.0
1471,"dfs_day_(30, 10)_RSI_BERGEPAINT",50.0
1472,"dfs_hour_(1, 0.33)_BB_BERGEPAINT",37.23
1473,"dfs_hour_(1, 0.33)_BBRSI_BERGEPAINT",42.06
1474,"dfs_hour_(1, 0.33)_BBRSI-UC_BERGEPAINT",37.26
1475,"dfs_hour_(1, 0.33)_MA_BERGEPAINT",33.52
1476,"dfs_hour_(1, 0.33)_MARSI-C_BERGEPAINT",27.78
1477,"dfs_hour_(1, 0.33)_MARSI-UC1_BERGEPAINT",53.85
1478,"dfs_hour_(1, 0.33)_MARSI-UC2_BERGEPAINT",40.0
1479,"dfs_hour_(1, 0.33)_RSI_BERGEPAINT",36.43
1480,"dfs_hour_(15, 5)_BB_BERGEPAINT",45.0
1481,"dfs_hour_(15, 5)_BBRSI_BERGEPAINT",47.27
1482,"dfs_hour_(15, 5)_BBRSI-UC_BERGEPAINT",45.0
1483,"dfs_hour_(15, 5)_MA_BERGEPAINT",37.25
1484,"dfs_hour_(15, 5)_MARSI-C_BERGEPAINT",23.08
1485,"dfs_hour_(15, 5)_MARSI-UC1_BERGEPAINT",42.86
1486,"dfs_hour_(15, 5)_MARSI-UC2_BERGEPAINT",38.89
1487,"dfs_hour_(15, 5)_RSI_BERGEPAINT",41.27
1488,"dfs_hour_(3, 1)_BB_BERGEPAINT",34.11
1489,"dfs_hour_(3, 1)_BBRSI_BERGEPAINT",34.67
1490,"dfs_hour_(3, 1)_BBRSI-UC_BERGEPAINT",34.66
1491,"dfs_hour_(3, 1)_MA_BERGEPAINT",31.58
1492,"dfs_hour_(3, 1)_MARSI-C_BERGEPAINT",17.65
1493,"dfs_hour_(3, 1)_MARSI-UC1_BERGEPAINT",45.45
1494,"dfs_hour_(3, 1)_MARSI-UC2_BERGEPAINT",35.71
1495,"dfs_hour_(3, 1)_RSI_BERGEPAINT",31.27
1496,"dfs_hour_(30, 10)_BB_BERGEPAINT",45.45
1497,"dfs_hour_(30, 10)_BBRSI_BERGEPAINT",43.48
1498,"dfs_hour_(30, 10)_BBRSI-UC_BERGEPAINT",45.45
1499,"dfs_hour_(30, 10)_MA_BERGEPAINT",44.44
1500,"dfs_hour_(30, 10)_MARSI-C_BERGEPAINT",27.27
1501,"dfs_hour_(30, 10)_MARSI-UC1_BERGEPAINT",66.67
1502,"dfs_hour_(30, 10)_MARSI-UC2_BERGEPAINT",50.0
1503,"dfs_hour_(30, 10)_RSI_BERGEPAINT",44.44
1504,"dfs_38minute_(1, 0.33)_BB_BERGEPAINT",38.4
1505,"dfs_38minute_(1, 0.33)_BBRSI_BERGEPAINT",42.35
1506,"dfs_38minute_(1, 0.33)_BBRSI-UC_BERGEPAINT",38.63
1507,"dfs_38minute_(1, 0.33)_MA_BERGEPAINT",33.78
1508,"dfs_38minute_(1, 0.33)_MARSI-C_BERGEPAINT",9.09
1509,"dfs_38minute_(1, 0.33)_MARSI-UC1_BERGEPAINT",20.0
1510,"dfs_38minute_(1, 0.33)_MARSI-UC2_BERGEPAINT",24.56
1511,"dfs_38minute_(1, 0.33)_RSI_BERGEPAINT",36.23
1512,"dfs_38minute_(15, 5)_BB_BERGEPAINT",38.1
1513,"dfs_38minute_(15, 5)_BBRSI_BERGEPAINT",40.32
1514,"dfs_38minute_(15, 5)_BBRSI-UC_BERGEPAINT",38.71
1515,"dfs_38minute_(15, 5)_MA_BERGEPAINT",40.74
1516,"dfs_38minute_(15, 5)_MARSI-C_BERGEPAINT",18.18
1517,"dfs_38minute_(15, 5)_MARSI-UC1_BERGEPAINT",50.0
1518,"dfs_38minute_(15, 5)_MARSI-UC2_BERGEPAINT",35.71
1519,"dfs_38minute_(15, 5)_RSI_BERGEPAINT",40.62
1520,"dfs_38minute_(3, 1)_BB_BERGEPAINT",37.61
1521,"dfs_38minute_(3, 1)_BBRSI_BERGEPAINT",40.16
1522,"dfs_38minute_(3, 1)_BBRSI-UC_BERGEPAINT",38.37
1523,"dfs_38minute_(3, 1)_MA_BERGEPAINT",27.78
1524,"dfs_38minute_(3, 1)_MARSI-C_BERGEPAINT",36.36
1525,"dfs_38minute_(3, 1)_MARSI-UC1_BERGEPAINT",27.78
1526,"dfs_38minute_(3, 1)_MARSI-UC2_BERGEPAINT",24.49
1527,"dfs_38minute_(3, 1)_RSI_BERGEPAINT",32.9
1528,"dfs_38minute_(30, 10)_BB_BERGEPAINT",45.45
1529,"dfs_38minute_(30, 10)_BBRSI_BERGEPAINT",47.62
1530,"dfs_38minute_(30, 10)_BBRSI-UC_BERGEPAINT",47.62
1531,"dfs_38minute_(30, 10)_MA_BERGEPAINT",52.94
1532,"dfs_38minute_(30, 10)_MARSI-C_BERGEPAINT",16.67
1533,"dfs_38minute_(30, 10)_MARSI-UC1_BERGEPAINT",50.0
1534,"dfs_38minute_(30, 10)_MARSI-UC2_BERGEPAINT",42.86
1535,"dfs_38minute_(30, 10)_RSI_BERGEPAINT",42.86
1536,"dfs_day_(1, 0.33)_BB_BHARTIARTL",45.83
1537,"dfs_day_(1, 0.33)_BBRSI_BHARTIARTL",44.83
1538,"dfs_day_(1, 0.33)_BBRSI-UC_BHARTIARTL",46.81
1539,"dfs_day_(1, 0.33)_MA_BHARTIARTL",41.67
1540,"dfs_day_(1, 0.33)_MARSI-C_BHARTIARTL",0.0
1541,"dfs_day_(1, 0.33)_MARSI-UC1_BHARTIARTL",33.33
1542,"dfs_day_(1, 0.33)_MARSI-UC2_BHARTIARTL",20.0
1543,"dfs_day_(1, 0.33)_RSI_BHARTIARTL",43.82
1544,"dfs_day_(15, 5)_BB_BHARTIARTL",33.33
1545,"dfs_day_(15, 5)_BBRSI_BHARTIARTL",35.0
1546,"dfs_day_(15, 5)_BBRSI-UC_BHARTIARTL",33.33
1547,"dfs_day_(15, 5)_MA_BHARTIARTL",27.27
1548,"dfs_day_(15, 5)_MARSI-C_BHARTIARTL",0.0
1549,"dfs_day_(15, 5)_MARSI-UC1_BHARTIARTL",0.0
1550,"dfs_day_(15, 5)_MARSI-UC2_BHARTIARTL",25.0
1551,"dfs_day_(15, 5)_RSI_BHARTIARTL",35.71
1552,"dfs_day_(3, 1)_BB_BHARTIARTL",30.0
1553,"dfs_day_(3, 1)_BBRSI_BHARTIARTL",37.04
1554,"dfs_day_(3, 1)_BBRSI-UC_BHARTIARTL",28.21
1555,"dfs_day_(3, 1)_MA_BHARTIARTL",20.83
1556,"dfs_day_(3, 1)_MARSI-C_BHARTIARTL",0.0
1557,"dfs_day_(3, 1)_MARSI-UC1_BHARTIARTL",0.0
1558,"dfs_day_(3, 1)_MARSI-UC2_BHARTIARTL",0.0
1559,"dfs_day_(3, 1)_RSI_BHARTIARTL",34.78
1560,"dfs_day_(30, 10)_BB_BHARTIARTL",42.86
1561,"dfs_day_(30, 10)_BBRSI_BHARTIARTL",38.46
1562,"dfs_day_(30, 10)_BBRSI-UC_BHARTIARTL",42.86
1563,"dfs_day_(30, 10)_MA_BHARTIARTL",33.33
1564,"dfs_day_(30, 10)_MARSI-C_BHARTIARTL",0.0
1565,"dfs_day_(30, 10)_MARSI-UC1_BHARTIARTL",50.0
1566,"dfs_day_(30, 10)_MARSI-UC2_BHARTIARTL",50.0
1567,"dfs_day_(30, 10)_RSI_BHARTIARTL",37.5
1568,"dfs_hour_(1, 0.33)_BB_BHARTIARTL",39.48
1569,"dfs_hour_(1, 0.33)_BBRSI_BHARTIARTL",38.1
1570,"dfs_hour_(1, 0.33)_BBRSI-UC_BHARTIARTL",39.41
1571,"dfs_hour_(1, 0.33)_MA_BHARTIARTL",29.73
1572,"dfs_hour_(1, 0.33)_MARSI-C_BHARTIARTL",33.33
1573,"dfs_hour_(1, 0.33)_MARSI-UC1_BHARTIARTL",15.38
1574,"dfs_hour_(1, 0.33)_MARSI-UC2_BHARTIARTL",36.84
1575,"dfs_hour_(1, 0.33)_RSI_BHARTIARTL",34.81
1576,"dfs_hour_(15, 5)_BB_BHARTIARTL",33.93
1577,"dfs_hour_(15, 5)_BBRSI_BHARTIARTL",34.62
1578,"dfs_hour_(15, 5)_BBRSI-UC_BHARTIARTL",33.33
1579,"dfs_hour_(15, 5)_MA_BHARTIARTL",33.33
1580,"dfs_hour_(15, 5)_MARSI-C_BHARTIARTL",50.0
1581,"dfs_hour_(15, 5)_MARSI-UC1_BHARTIARTL",50.0
1582,"dfs_hour_(15, 5)_MARSI-UC2_BHARTIARTL",46.67
1583,"dfs_hour_(15, 5)_RSI_BHARTIARTL",33.85
1584,"dfs_hour_(3, 1)_BB_BHARTIARTL",34.68
1585,"dfs_hour_(3, 1)_BBRSI_BHARTIARTL",34.84
1586,"dfs_hour_(3, 1)_BBRSI-UC_BHARTIARTL",36.08
1587,"dfs_hour_(3, 1)_MA_BHARTIARTL",29.08
1588,"dfs_hour_(3, 1)_MARSI-C_BHARTIARTL",33.33
1589,"dfs_hour_(3, 1)_MARSI-UC1_BHARTIARTL",9.09
1590,"dfs_hour_(3, 1)_MARSI-UC2_BHARTIARTL",24.24
1591,"dfs_hour_(3, 1)_RSI_BHARTIARTL",31.41
1592,"dfs_hour_(30, 10)_BB_BHARTIARTL",36.84
1593,"dfs_hour_(30, 10)_BBRSI_BHARTIARTL",36.84
1594,"dfs_hour_(30, 10)_BBRSI-UC_BHARTIARTL",35.0
1595,"dfs_hour_(30, 10)_MA_BHARTIARTL",31.82
1596,"dfs_hour_(30, 10)_MARSI-C_BHARTIARTL",57.14
1597,"dfs_hour_(30, 10)_MARSI-UC1_BHARTIARTL",42.86
1598,"dfs_hour_(30, 10)_MARSI-UC2_BHARTIARTL",41.67
1599,"dfs_hour_(30, 10)_RSI_BHARTIARTL",33.33
1600,"dfs_38minute_(1, 0.33)_BB_BHARTIARTL",38.31
1601,"dfs_38minute_(1, 0.33)_BBRSI_BHARTIARTL",40.82
1602,"dfs_38minute_(1, 0.33)_BBRSI-UC_BHARTIARTL",37.97
1603,"dfs_38minute_(1, 0.33)_MA_BHARTIARTL",35.44
1604,"dfs_38minute_(1, 0.33)_MARSI-C_BHARTIARTL",27.78
1605,"dfs_38minute_(1, 0.33)_MARSI-UC1_BHARTIARTL",18.18
1606,"dfs_38minute_(1, 0.33)_MARSI-UC2_BHARTIARTL",25.81
1607,"dfs_38minute_(1, 0.33)_RSI_BHARTIARTL",40.24
1608,"dfs_38minute_(15, 5)_BB_BHARTIARTL",31.88
1609,"dfs_38minute_(15, 5)_BBRSI_BHARTIARTL",33.85
1610,"dfs_38minute_(15, 5)_BBRSI-UC_BHARTIARTL",33.33
1611,"dfs_38minute_(15, 5)_MA_BHARTIARTL",33.33
1612,"dfs_38minute_(15, 5)_MARSI-C_BHARTIARTL",37.5
1613,"dfs_38minute_(15, 5)_MARSI-UC1_BHARTIARTL",29.41
1614,"dfs_38minute_(15, 5)_MARSI-UC2_BHARTIARTL",25.0
1615,"dfs_38minute_(15, 5)_RSI_BHARTIARTL",33.33
1616,"dfs_38minute_(3, 1)_BB_BHARTIARTL",30.81
1617,"dfs_38minute_(3, 1)_BBRSI_BHARTIARTL",34.4
1618,"dfs_38minute_(3, 1)_BBRSI-UC_BHARTIARTL",31.38
1619,"dfs_38minute_(3, 1)_MA_BHARTIARTL",31.48
1620,"dfs_38minute_(3, 1)_MARSI-C_BHARTIARTL",29.41
1621,"dfs_38minute_(3, 1)_MARSI-UC1_BHARTIARTL",15.0
1622,"dfs_38minute_(3, 1)_MARSI-UC2_BHARTIARTL",21.43
1623,"dfs_38minute_(3, 1)_RSI_BHARTIARTL",34.26
1624,"dfs_38minute_(30, 10)_BB_BHARTIARTL",35.29
1625,"dfs_38minute_(30, 10)_BBRSI_BHARTIARTL",35.29
1626,"dfs_38minute_(30, 10)_BBRSI-UC_BHARTIARTL",35.29
1627,"dfs_38minute_(30, 10)_MA_BHARTIARTL",30.43
1628,"dfs_38minute_(30, 10)_MARSI-C_BHARTIARTL",30.77
1629,"dfs_38minute_(30, 10)_MARSI-UC1_BHARTIARTL",21.43
1630,"dfs_38minute_(30, 10)_MARSI-UC2_BHARTIARTL",31.25
1631,"dfs_38minute_(30, 10)_RSI_BHARTIARTL",42.86
1632,"dfs_day_(1, 0.33)_BB_BIOCON",40.82
1633,"dfs_day_(1, 0.33)_BBRSI_BIOCON",44.83
1634,"dfs_day_(1, 0.33)_BBRSI-UC_BIOCON",41.67
1635,"dfs_day_(1, 0.33)_MA_BIOCON",36.36
1636,"dfs_day_(1, 0.33)_MARSI-C_BIOCON",66.67
1637,"dfs_day_(1, 0.33)_MARSI-UC1_BIOCON",0.0
1638,"dfs_day_(1, 0.33)_MARSI-UC2_BIOCON",33.33
1639,"dfs_day_(1, 0.33)_RSI_BIOCON",45.57
1640,"dfs_day_(15, 5)_BB_BIOCON",45.83
1641,"dfs_day_(15, 5)_BBRSI_BIOCON",47.06
1642,"dfs_day_(15, 5)_BBRSI-UC_BIOCON",47.83
1643,"dfs_day_(15, 5)_MA_BIOCON",26.67
1644,"dfs_day_(15, 5)_MARSI-C_BIOCON",50.0
1645,"dfs_day_(15, 5)_MARSI-UC1_BIOCON",0.0
1646,"dfs_day_(15, 5)_MARSI-UC2_BIOCON",50.0
1647,"dfs_day_(15, 5)_RSI_BIOCON",40.0
1648,"dfs_day_(3, 1)_BB_BIOCON",46.67
1649,"dfs_day_(3, 1)_BBRSI_BIOCON",44.44
1650,"dfs_day_(3, 1)_BBRSI-UC_BIOCON",47.73
1651,"dfs_day_(3, 1)_MA_BIOCON",31.82
1652,"dfs_day_(3, 1)_MARSI-C_BIOCON",66.67
1653,"dfs_day_(3, 1)_MARSI-UC1_BIOCON",0.0
1654,"dfs_day_(3, 1)_MARSI-UC2_BIOCON",50.0
1655,"dfs_day_(3, 1)_RSI_BIOCON",44.07
1656,"dfs_day_(30, 10)_BB_BIOCON",42.86
1657,"dfs_day_(30, 10)_BBRSI_BIOCON",41.67
1658,"dfs_day_(30, 10)_BBRSI-UC_BIOCON",35.71
1659,"dfs_day_(30, 10)_MA_BIOCON",40.0
1660,"dfs_day_(30, 10)_MARSI-C_BIOCON",50.0
1661,"dfs_day_(30, 10)_MARSI-UC1_BIOCON",0.0
1662,"dfs_day_(30, 10)_MARSI-UC2_BIOCON",33.33
1663,"dfs_day_(30, 10)_RSI_BIOCON",50.0
1664,"dfs_hour_(1, 0.33)_BB_BIOCON",34.62
1665,"dfs_hour_(1, 0.33)_BBRSI_BIOCON",35.66
1666,"dfs_hour_(1, 0.33)_BBRSI-UC_BIOCON",34.18
1667,"dfs_hour_(1, 0.33)_MA_BIOCON",37.65
1668,"dfs_hour_(1, 0.33)_MARSI-C_BIOCON",46.15
1669,"dfs_hour_(1, 0.33)_MARSI-UC1_BIOCON",47.06
1670,"dfs_hour_(1, 0.33)_MARSI-UC2_BIOCON",37.5
1671,"dfs_hour_(1, 0.33)_RSI_BIOCON",34.84
1672,"dfs_hour_(15, 5)_BB_BIOCON",36.07
1673,"dfs_hour_(15, 5)_BBRSI_BIOCON",38.18
1674,"dfs_hour_(15, 5)_BBRSI-UC_BIOCON",38.33
1675,"dfs_hour_(15, 5)_MA_BIOCON",34.62
