,Key,Entry_data
4614,"dfs_day_(1, 0.33)_MARSI-UC2_IGL",4
4615,"dfs_day_(1, 0.33)_RSI_IGL",95
4616,"dfs_day_(15, 5)_BB_IGL",26
4617,"dfs_day_(15, 5)_BBRSI_IGL",23
4618,"dfs_day_(15, 5)_BBRSI-UC_IGL",26
4619,"dfs_day_(15, 5)_MA_IGL",17
4620,"dfs_day_(15, 5)_MARSI-C_IGL",1
4621,"dfs_day_(15, 5)_MARSI-UC1_IGL",2
4622,"dfs_day_(15, 5)_MARSI-UC2_IGL",3
4623,"dfs_day_(15, 5)_RSI_IGL",36
4624,"dfs_day_(3, 1)_BB_IGL",46
4625,"dfs_day_(3, 1)_BBRSI_IGL",32
4626,"dfs_day_(3, 1)_BBRSI-UC_IGL",45
4627,"dfs_day_(3, 1)_MA_IGL",20
4628,"dfs_day_(3, 1)_MARSI-C_IGL",1
4629,"dfs_day_(3, 1)_MARSI-UC1_IGL",2
4630,"dfs_day_(3, 1)_MARSI-UC2_IGL",4
4631,"dfs_day_(3, 1)_RSI_IGL",71
4632,"dfs_day_(30, 10)_BB_IGL",17
4633,"dfs_day_(30, 10)_BBRSI_IGL",16
4634,"dfs_day_(30, 10)_BBRSI-UC_IGL",17
4635,"dfs_day_(30, 10)_MA_IGL",9
4636,"dfs_day_(30, 10)_MARSI-C_IGL",1
4637,"dfs_day_(30, 10)_MARSI-UC1_IGL",2
4638,"dfs_day_(30, 10)_MARSI-UC2_IGL",3
4639,"dfs_day_(30, 10)_RSI_IGL",17
4640,"dfs_hour_(1, 0.33)_BB_IGL",336
4641,"dfs_hour_(1, 0.33)_BBRSI_IGL",228
4642,"dfs_hour_(1, 0.33)_BBRSI-UC_IGL",323
4643,"dfs_hour_(1, 0.33)_MA_IGL",167
4644,"dfs_hour_(1, 0.33)_MARSI-C_IGL",17
4645,"dfs_hour_(1, 0.33)_MARSI-UC1_IGL",5
4646,"dfs_hour_(1, 0.33)_MARSI-UC2_IGL",33
4647,"dfs_hour_(1, 0.33)_RSI_IGL",619
4648,"dfs_hour_(15, 5)_BB_IGL",65
4649,"dfs_hour_(15, 5)_BBRSI_IGL",59
4650,"dfs_hour_(15, 5)_BBRSI-UC_IGL",63
4651,"dfs_hour_(15, 5)_MA_IGL",45
4652,"dfs_hour_(15, 5)_MARSI-C_IGL",15
4653,"dfs_hour_(15, 5)_MARSI-UC1_IGL",5
4654,"dfs_hour_(15, 5)_MARSI-UC2_IGL",18
4655,"dfs_hour_(15, 5)_RSI_IGL",72
4656,"dfs_hour_(3, 1)_BB_IGL",257
4657,"dfs_hour_(3, 1)_BBRSI_IGL",179
4658,"dfs_hour_(3, 1)_BBRSI-UC_IGL",250
4659,"dfs_hour_(3, 1)_MA_IGL",151
4660,"dfs_hour_(3, 1)_MARSI-C_IGL",17
4661,"dfs_hour_(3, 1)_MARSI-UC1_IGL",5
4662,"dfs_hour_(3, 1)_MARSI-UC2_IGL",28
4663,"dfs_hour_(3, 1)_RSI_IGL",379
4664,"dfs_hour_(30, 10)_BB_IGL",23
4665,"dfs_hour_(30, 10)_BBRSI_IGL",19
4666,"dfs_hour_(30, 10)_BBRSI-UC_IGL",23
4667,"dfs_hour_(30, 10)_MA_IGL",19
4668,"dfs_hour_(30, 10)_MARSI-C_IGL",11
4669,"dfs_hour_(30, 10)_MARSI-UC1_IGL",4
4670,"dfs_hour_(30, 10)_MARSI-UC2_IGL",14
4671,"dfs_hour_(30, 10)_RSI_IGL",25
4672,"dfs_38minute_(1, 0.33)_BB_IGL",491
4673,"dfs_38minute_(1, 0.33)_BBRSI_IGL",319
4674,"dfs_38minute_(1, 0.33)_BBRSI-UC_IGL",466
4675,"dfs_38minute_(1, 0.33)_MA_IGL",218
4676,"dfs_38minute_(1, 0.33)_MARSI-C_IGL",13
4677,"dfs_38minute_(1, 0.33)_MARSI-UC1_IGL",16
4678,"dfs_38minute_(1, 0.33)_MARSI-UC2_IGL",63
4679,"dfs_38minute_(1, 0.33)_RSI_IGL",832
4680,"dfs_38minute_(15, 5)_BB_IGL",65
4681,"dfs_38minute_(15, 5)_BBRSI_IGL",66
4682,"dfs_38minute_(15, 5)_BBRSI-UC_IGL",63
4683,"dfs_38minute_(15, 5)_MA_IGL",58
4684,"dfs_38minute_(15, 5)_MARSI-C_IGL",12
4685,"dfs_38minute_(15, 5)_MARSI-UC1_IGL",12
4686,"dfs_38minute_(15, 5)_MARSI-UC2_IGL",32
4687,"dfs_38minute_(15, 5)_RSI_IGL",76
4688,"dfs_38minute_(3, 1)_BB_IGL",351
4689,"dfs_38minute_(3, 1)_BBRSI_IGL",250
4690,"dfs_38minute_(3, 1)_BBRSI-UC_IGL",338
4691,"dfs_38minute_(3, 1)_MA_IGL",202
4692,"dfs_38minute_(3, 1)_MARSI-C_IGL",13
4693,"dfs_38minute_(3, 1)_MARSI-UC1_IGL",14
4694,"dfs_38minute_(3, 1)_MARSI-UC2_IGL",56
4695,"dfs_38minute_(3, 1)_RSI_IGL",523
4696,"dfs_38minute_(30, 10)_BB_IGL",24
4697,"dfs_38minute_(30, 10)_BBRSI_IGL",25
4698,"dfs_38minute_(30, 10)_BBRSI-UC_IGL",23
4699,"dfs_38minute_(30, 10)_MA_IGL",24
4700,"dfs_38minute_(30, 10)_MARSI-C_IGL",9
4701,"dfs_38minute_(30, 10)_MARSI-UC1_IGL",7
4702,"dfs_38minute_(30, 10)_MARSI-UC2_IGL",20
4703,"dfs_38minute_(30, 10)_RSI_IGL",24
4704,"dfs_day_(1, 0.33)_BB_INDIGO",50
4705,"dfs_day_(1, 0.33)_BBRSI_INDIGO",34
4706,"dfs_day_(1, 0.33)_BBRSI-UC_INDIGO",50
4707,"dfs_day_(1, 0.33)_MA_INDIGO",16
4708,"dfs_day_(1, 0.33)_MARSI-C_INDIGO",1
4709,"dfs_day_(1, 0.33)_MARSI-UC1_INDIGO",2
4710,"dfs_day_(1, 0.33)_MARSI-UC2_INDIGO",8
4711,"dfs_day_(1, 0.33)_RSI_INDIGO",94
4712,"dfs_day_(15, 5)_BB_INDIGO",31
4713,"dfs_day_(15, 5)_BBRSI_INDIGO",22
4714,"dfs_day_(15, 5)_BBRSI-UC_INDIGO",31
4715,"dfs_day_(15, 5)_MA_INDIGO",15
4716,"dfs_day_(15, 5)_MARSI-C_INDIGO",1
4717,"dfs_day_(15, 5)_MARSI-UC1_INDIGO",2
4718,"dfs_day_(15, 5)_MARSI-UC2_INDIGO",7
4719,"dfs_day_(15, 5)_RSI_INDIGO",35
4720,"dfs_day_(3, 1)_BB_INDIGO",46
4721,"dfs_day_(3, 1)_BBRSI_INDIGO",30
4722,"dfs_day_(3, 1)_BBRSI-UC_INDIGO",46
4723,"dfs_day_(3, 1)_MA_INDIGO",16
4724,"dfs_day_(3, 1)_MARSI-C_INDIGO",1
4725,"dfs_day_(3, 1)_MARSI-UC1_INDIGO",2
4726,"dfs_day_(3, 1)_MARSI-UC2_INDIGO",8
4727,"dfs_day_(3, 1)_RSI_INDIGO",73
4728,"dfs_day_(30, 10)_BB_INDIGO",20
4729,"dfs_day_(30, 10)_BBRSI_INDIGO",15
4730,"dfs_day_(30, 10)_BBRSI-UC_INDIGO",20
4731,"dfs_day_(30, 10)_MA_INDIGO",11
4732,"dfs_day_(30, 10)_MARSI-C_INDIGO",1
4733,"dfs_day_(30, 10)_MARSI-UC1_INDIGO",2
4734,"dfs_day_(30, 10)_MARSI-UC2_INDIGO",6
4735,"dfs_day_(30, 10)_RSI_INDIGO",21
4736,"dfs_hour_(1, 0.33)_BB_INDIGO",354
4737,"dfs_hour_(1, 0.33)_BBRSI_INDIGO",272
4738,"dfs_hour_(1, 0.33)_BBRSI-UC_INDIGO",345
4739,"dfs_hour_(1, 0.33)_MA_INDIGO",149
4740,"dfs_hour_(1, 0.33)_MARSI-C_INDIGO",8
4741,"dfs_hour_(1, 0.33)_MARSI-UC1_INDIGO",13
4742,"dfs_hour_(1, 0.33)_MARSI-UC2_INDIGO",30
4743,"dfs_hour_(1, 0.33)_RSI_INDIGO",671
4744,"dfs_hour_(15, 5)_BB_INDIGO",86
4745,"dfs_hour_(15, 5)_BBRSI_INDIGO",84
4746,"dfs_hour_(15, 5)_BBRSI-UC_INDIGO",85
4747,"dfs_hour_(15, 5)_MA_INDIGO",60
4748,"dfs_hour_(15, 5)_MARSI-C_INDIGO",8
4749,"dfs_hour_(15, 5)_MARSI-UC1_INDIGO",10
4750,"dfs_hour_(15, 5)_MARSI-UC2_INDIGO",18
4751,"dfs_hour_(15, 5)_RSI_INDIGO",94
4752,"dfs_hour_(3, 1)_BB_INDIGO",274
4753,"dfs_hour_(3, 1)_BBRSI_INDIGO",219
4754,"dfs_hour_(3, 1)_BBRSI-UC_INDIGO",268
4755,"dfs_hour_(3, 1)_MA_INDIGO",138
4756,"dfs_hour_(3, 1)_MARSI-C_INDIGO",8
4757,"dfs_hour_(3, 1)_MARSI-UC1_INDIGO",11
4758,"dfs_hour_(3, 1)_MARSI-UC2_INDIGO",25
4759,"dfs_hour_(3, 1)_RSI_INDIGO",431
4760,"dfs_hour_(30, 10)_BB_INDIGO",29
4761,"dfs_hour_(30, 10)_BBRSI_INDIGO",28
4762,"dfs_hour_(30, 10)_BBRSI-UC_INDIGO",29
4763,"dfs_hour_(30, 10)_MA_INDIGO",24
4764,"dfs_hour_(30, 10)_MARSI-C_INDIGO",8
4765,"dfs_hour_(30, 10)_MARSI-UC1_INDIGO",6
4766,"dfs_hour_(30, 10)_MARSI-UC2_INDIGO",12
4767,"dfs_hour_(30, 10)_RSI_INDIGO",38
4768,"dfs_38minute_(1, 0.33)_BB_INDIGO",478
4769,"dfs_38minute_(1, 0.33)_BBRSI_INDIGO",346
4770,"dfs_38minute_(1, 0.33)_BBRSI-UC_INDIGO",466
4771,"dfs_38minute_(1, 0.33)_MA_INDIGO",182
4772,"dfs_38minute_(1, 0.33)_MARSI-C_INDIGO",15
4773,"dfs_38minute_(1, 0.33)_MARSI-UC1_INDIGO",19
4774,"dfs_38minute_(1, 0.33)_MARSI-UC2_INDIGO",57
4775,"dfs_38minute_(1, 0.33)_RSI_INDIGO",843
4776,"dfs_38minute_(15, 5)_BB_INDIGO",102
4777,"dfs_38minute_(15, 5)_BBRSI_INDIGO",95
4778,"dfs_38minute_(15, 5)_BBRSI-UC_INDIGO",102
4779,"dfs_38minute_(15, 5)_MA_INDIGO",58
4780,"dfs_38minute_(15, 5)_MARSI-C_INDIGO",12
4781,"dfs_38minute_(15, 5)_MARSI-UC1_INDIGO",16
4782,"dfs_38minute_(15, 5)_MARSI-UC2_INDIGO",34
4783,"dfs_38minute_(15, 5)_RSI_INDIGO",113
4784,"dfs_38minute_(3, 1)_BB_INDIGO",364
4785,"dfs_38minute_(3, 1)_BBRSI_INDIGO",278
4786,"dfs_38minute_(3, 1)_BBRSI-UC_INDIGO",356
4787,"dfs_38minute_(3, 1)_MA_INDIGO",171
4788,"dfs_38minute_(3, 1)_MARSI-C_INDIGO",14
4789,"dfs_38minute_(3, 1)_MARSI-UC1_INDIGO",18
4790,"dfs_38minute_(3, 1)_MARSI-UC2_INDIGO",53
4791,"dfs_38minute_(3, 1)_RSI_INDIGO",540
4792,"dfs_38minute_(30, 10)_BB_INDIGO",26
4793,"dfs_38minute_(30, 10)_BBRSI_INDIGO",26
4794,"dfs_38minute_(30, 10)_BBRSI-UC_INDIGO",26
4795,"dfs_38minute_(30, 10)_MA_INDIGO",25
4796,"dfs_38minute_(30, 10)_MARSI-C_INDIGO",10
4797,"dfs_38minute_(30, 10)_MARSI-UC1_INDIGO",14
4798,"dfs_38minute_(30, 10)_MARSI-UC2_INDIGO",18
4799,"dfs_38minute_(30, 10)_RSI_INDIGO",31
4800,"dfs_day_(1, 0.33)_BB_INDUSINDBK",58
4801,"dfs_day_(1, 0.33)_BBRSI_INDUSINDBK",27
4802,"dfs_day_(1, 0.33)_BBRSI-UC_INDUSINDBK",55
4803,"dfs_day_(1, 0.33)_MA_INDUSINDBK",19
4804,"dfs_day_(1, 0.33)_MARSI-C_INDUSINDBK",2
4805,"dfs_day_(1, 0.33)_MARSI-UC1_INDUSINDBK",0
4806,"dfs_day_(1, 0.33)_MARSI-UC2_INDUSINDBK",4
4807,"dfs_day_(1, 0.33)_RSI_INDUSINDBK",83
4808,"dfs_day_(15, 5)_BB_INDUSINDBK",32
4809,"dfs_day_(15, 5)_BBRSI_INDUSINDBK",20
4810,"dfs_day_(15, 5)_BBRSI-UC_INDUSINDBK",31
4811,"dfs_day_(15, 5)_MA_INDUSINDBK",15
4812,"dfs_day_(15, 5)_MARSI-C_INDUSINDBK",2
4813,"dfs_day_(15, 5)_MARSI-UC1_INDUSINDBK",0
4814,"dfs_day_(15, 5)_MARSI-UC2_INDUSINDBK",3
4815,"dfs_day_(15, 5)_RSI_INDUSINDBK",40
4816,"dfs_day_(3, 1)_BB_INDUSINDBK",54
4817,"dfs_day_(3, 1)_BBRSI_INDUSINDBK",24
4818,"dfs_day_(3, 1)_BBRSI-UC_INDUSINDBK",51
4819,"dfs_day_(3, 1)_MA_INDUSINDBK",19
4820,"dfs_day_(3, 1)_MARSI-C_INDUSINDBK",2
4821,"dfs_day_(3, 1)_MARSI-UC1_INDUSINDBK",0
4822,"dfs_day_(3, 1)_MARSI-UC2_INDUSINDBK",3
4823,"dfs_day_(3, 1)_RSI_INDUSINDBK",69
4824,"dfs_day_(30, 10)_BB_INDUSINDBK",17
4825,"dfs_day_(30, 10)_BBRSI_INDUSINDBK",14
4826,"dfs_day_(30, 10)_BBRSI-UC_INDUSINDBK",17
4827,"dfs_day_(30, 10)_MA_INDUSINDBK",14
4828,"dfs_day_(30, 10)_MARSI-C_INDUSINDBK",2
4829,"dfs_day_(30, 10)_MARSI-UC1_INDUSINDBK",0
4830,"dfs_day_(30, 10)_MARSI-UC2_INDUSINDBK",3
4831,"dfs_day_(30, 10)_RSI_INDUSINDBK",25
4832,"dfs_hour_(1, 0.33)_BB_INDUSINDBK",358
4833,"dfs_hour_(1, 0.33)_BBRSI_INDUSINDBK",252
4834,"dfs_hour_(1, 0.33)_BBRSI-UC_INDUSINDBK",344
4835,"dfs_hour_(1, 0.33)_MA_INDUSINDBK",175
4836,"dfs_hour_(1, 0.33)_MARSI-C_INDUSINDBK",19
4837,"dfs_hour_(1, 0.33)_MARSI-UC1_INDUSINDBK",12
4838,"dfs_hour_(1, 0.33)_MARSI-UC2_INDUSINDBK",40
4839,"dfs_hour_(1, 0.33)_RSI_INDUSINDBK",674
4840,"dfs_hour_(15, 5)_BB_INDUSINDBK",71
4841,"dfs_hour_(15, 5)_BBRSI_INDUSINDBK",67
4842,"dfs_hour_(15, 5)_BBRSI-UC_INDUSINDBK",70
4843,"dfs_hour_(15, 5)_MA_INDUSINDBK",56
4844,"dfs_hour_(15, 5)_MARSI-C_INDUSINDBK",14
4845,"dfs_hour_(15, 5)_MARSI-UC1_INDUSINDBK",7
4846,"dfs_hour_(15, 5)_MARSI-UC2_INDUSINDBK",19
4847,"dfs_hour_(15, 5)_RSI_INDUSINDBK",91
4848,"dfs_hour_(3, 1)_BB_INDUSINDBK",276
4849,"dfs_hour_(3, 1)_BBRSI_INDUSINDBK",218
4850,"dfs_hour_(3, 1)_BBRSI-UC_INDUSINDBK",268
4851,"dfs_hour_(3, 1)_MA_INDUSINDBK",158
4852,"dfs_hour_(3, 1)_MARSI-C_INDUSINDBK",17
4853,"dfs_hour_(3, 1)_MARSI-UC1_INDUSINDBK",10
4854,"dfs_hour_(3, 1)_MARSI-UC2_INDUSINDBK",34
4855,"dfs_hour_(3, 1)_RSI_INDUSINDBK",425
4856,"dfs_hour_(30, 10)_BB_INDUSINDBK",25
4857,"dfs_hour_(30, 10)_BBRSI_INDUSINDBK",25
4858,"dfs_hour_(30, 10)_BBRSI-UC_INDUSINDBK",25
4859,"dfs_hour_(30, 10)_MA_INDUSINDBK",22
4860,"dfs_hour_(30, 10)_MARSI-C_INDUSINDBK",12
4861,"dfs_hour_(30, 10)_MARSI-UC1_INDUSINDBK",7
4862,"dfs_hour_(30, 10)_MARSI-UC2_INDUSINDBK",14
4863,"dfs_hour_(30, 10)_RSI_INDUSINDBK",29
4864,"dfs_38minute_(1, 0.33)_BB_INDUSINDBK",530
4865,"dfs_38minute_(1, 0.33)_BBRSI_INDUSINDBK",376
4866,"dfs_38minute_(1, 0.33)_BBRSI-UC_INDUSINDBK",510
4867,"dfs_38minute_(1, 0.33)_MA_INDUSINDBK",245
4868,"dfs_38minute_(1, 0.33)_MARSI-C_INDUSINDBK",22
4869,"dfs_38minute_(1, 0.33)_MARSI-UC1_INDUSINDBK",10
4870,"dfs_38minute_(1, 0.33)_MARSI-UC2_INDUSINDBK",48
4871,"dfs_38minute_(1, 0.33)_RSI_INDUSINDBK",904
4872,"dfs_38minute_(15, 5)_BB_INDUSINDBK",80
4873,"dfs_38minute_(15, 5)_BBRSI_INDUSINDBK",76
4874,"dfs_38minute_(15, 5)_BBRSI-UC_INDUSINDBK",82
4875,"dfs_38minute_(15, 5)_MA_INDUSINDBK",69
4876,"dfs_38minute_(15, 5)_MARSI-C_INDUSINDBK",13
4877,"dfs_38minute_(15, 5)_MARSI-UC1_INDUSINDBK",9
4878,"dfs_38minute_(15, 5)_MARSI-UC2_INDUSINDBK",30
4879,"dfs_38minute_(15, 5)_RSI_INDUSINDBK",103
4880,"dfs_38minute_(3, 1)_BB_INDUSINDBK",385
4881,"dfs_38minute_(3, 1)_BBRSI_INDUSINDBK",296
4882,"dfs_38minute_(3, 1)_BBRSI-UC_INDUSINDBK",376
4883,"dfs_38minute_(3, 1)_MA_INDUSINDBK",213
4884,"dfs_38minute_(3, 1)_MARSI-C_INDUSINDBK",21
4885,"dfs_38minute_(3, 1)_MARSI-UC1_INDUSINDBK",10
4886,"dfs_38minute_(3, 1)_MARSI-UC2_INDUSINDBK",46
4887,"dfs_38minute_(3, 1)_RSI_INDUSINDBK",544
4888,"dfs_38minute_(30, 10)_BB_INDUSINDBK",30
4889,"dfs_38minute_(30, 10)_BBRSI_INDUSINDBK",29
4890,"dfs_38minute_(30, 10)_BBRSI-UC_INDUSINDBK",30
4891,"dfs_38minute_(30, 10)_MA_INDUSINDBK",24
4892,"dfs_38minute_(30, 10)_MARSI-C_INDUSINDBK",8
4893,"dfs_38minute_(30, 10)_MARSI-UC1_INDUSINDBK",7
4894,"dfs_38minute_(30, 10)_MARSI-UC2_INDUSINDBK",15
4895,"dfs_38minute_(30, 10)_RSI_INDUSINDBK",35
4896,"dfs_day_(1, 0.33)_BB_INDUSTOWER",64
4897,"dfs_day_(1, 0.33)_BBRSI_INDUSTOWER",37
4898,"dfs_day_(1, 0.33)_BBRSI-UC_INDUSTOWER",62
4899,"dfs_day_(1, 0.33)_MA_INDUSTOWER",23
4900,"dfs_day_(1, 0.33)_MARSI-C_INDUSTOWER",1
4901,"dfs_day_(1, 0.33)_MARSI-UC1_INDUSTOWER",1
4902,"dfs_day_(1, 0.33)_MARSI-UC2_INDUSTOWER",7
4903,"dfs_day_(1, 0.33)_RSI_INDUSTOWER",91
4904,"dfs_day_(15, 5)_BB_INDUSTOWER",30
4905,"dfs_day_(15, 5)_BBRSI_INDUSTOWER",22
4906,"dfs_day_(15, 5)_BBRSI-UC_INDUSTOWER",30
4907,"dfs_day_(15, 5)_MA_INDUSTOWER",22
4908,"dfs_day_(15, 5)_MARSI-C_INDUSTOWER",1
4909,"dfs_day_(15, 5)_MARSI-UC1_INDUSTOWER",1
4910,"dfs_day_(15, 5)_MARSI-UC2_INDUSTOWER",5
4911,"dfs_day_(15, 5)_RSI_INDUSTOWER",35
4912,"dfs_day_(3, 1)_BB_INDUSTOWER",57
4913,"dfs_day_(3, 1)_BBRSI_INDUSTOWER",33
4914,"dfs_day_(3, 1)_BBRSI-UC_INDUSTOWER",56
4915,"dfs_day_(3, 1)_MA_INDUSTOWER",23
4916,"dfs_day_(3, 1)_MARSI-C_INDUSTOWER",1
4917,"dfs_day_(3, 1)_MARSI-UC1_INDUSTOWER",1
4918,"dfs_day_(3, 1)_MARSI-UC2_INDUSTOWER",7
4919,"dfs_day_(3, 1)_RSI_INDUSTOWER",68
4920,"dfs_day_(30, 10)_BB_INDUSTOWER",17
4921,"dfs_day_(30, 10)_BBRSI_INDUSTOWER",15
4922,"dfs_day_(30, 10)_BBRSI-UC_INDUSTOWER",17
4923,"dfs_day_(30, 10)_MA_INDUSTOWER",14
4924,"dfs_day_(30, 10)_MARSI-C_INDUSTOWER",1
4925,"dfs_day_(30, 10)_MARSI-UC1_INDUSTOWER",1
4926,"dfs_day_(30, 10)_MARSI-UC2_INDUSTOWER",3
4927,"dfs_day_(30, 10)_RSI_INDUSTOWER",23
4928,"dfs_hour_(1, 0.33)_BB_INDUSTOWER",373
4929,"dfs_hour_(1, 0.33)_BBRSI_INDUSTOWER",267
4930,"dfs_hour_(1, 0.33)_BBRSI-UC_INDUSTOWER",365
4931,"dfs_hour_(1, 0.33)_MA_INDUSTOWER",169
4932,"dfs_hour_(1, 0.33)_MARSI-C_INDUSTOWER",19
4933,"dfs_hour_(1, 0.33)_MARSI-UC1_INDUSTOWER",19
4934,"dfs_hour_(1, 0.33)_MARSI-UC2_INDUSTOWER",59
4935,"dfs_hour_(1, 0.33)_RSI_INDUSTOWER",675
4936,"dfs_hour_(15, 5)_BB_INDUSTOWER",75
4937,"dfs_hour_(15, 5)_BBRSI_INDUSTOWER",66
4938,"dfs_hour_(15, 5)_BBRSI-UC_INDUSTOWER",73
4939,"dfs_hour_(15, 5)_MA_INDUSTOWER",66
4940,"dfs_hour_(15, 5)_MARSI-C_INDUSTOWER",14
4941,"dfs_hour_(15, 5)_MARSI-UC1_INDUSTOWER",17
4942,"dfs_hour_(15, 5)_MARSI-UC2_INDUSTOWER",35
4943,"dfs_hour_(15, 5)_RSI_INDUSTOWER",86
4944,"dfs_hour_(3, 1)_BB_INDUSTOWER",287
4945,"dfs_hour_(3, 1)_BBRSI_INDUSTOWER",219
4946,"dfs_hour_(3, 1)_BBRSI-UC_INDUSTOWER",283
4947,"dfs_hour_(3, 1)_MA_INDUSTOWER",153
4948,"dfs_hour_(3, 1)_MARSI-C_INDUSTOWER",17
4949,"dfs_hour_(3, 1)_MARSI-UC1_INDUSTOWER",18
4950,"dfs_hour_(3, 1)_MARSI-UC2_INDUSTOWER",54
4951,"dfs_hour_(3, 1)_RSI_INDUSTOWER",448
4952,"dfs_hour_(30, 10)_BB_INDUSTOWER",26
4953,"dfs_hour_(30, 10)_BBRSI_INDUSTOWER",26
4954,"dfs_hour_(30, 10)_BBRSI-UC_INDUSTOWER",26
4955,"dfs_hour_(30, 10)_MA_INDUSTOWER",24
4956,"dfs_hour_(30, 10)_MARSI-C_INDUSTOWER",10
4957,"dfs_hour_(30, 10)_MARSI-UC1_INDUSTOWER",13
4958,"dfs_hour_(30, 10)_MARSI-UC2_INDUSTOWER",17
4959,"dfs_hour_(30, 10)_RSI_INDUSTOWER",31
4960,"dfs_38minute_(1, 0.33)_BB_INDUSTOWER",564
4961,"dfs_38minute_(1, 0.33)_BBRSI_INDUSTOWER",383
4962,"dfs_38minute_(1, 0.33)_BBRSI-UC_INDUSTOWER",546
4963,"dfs_38minute_(1, 0.33)_MA_INDUSTOWER",238
4964,"dfs_38minute_(1, 0.33)_MARSI-C_INDUSTOWER",16
4965,"dfs_38minute_(1, 0.33)_MARSI-UC1_INDUSTOWER",28
4966,"dfs_38minute_(1, 0.33)_MARSI-UC2_INDUSTOWER",83
4967,"dfs_38minute_(1, 0.33)_RSI_INDUSTOWER",902
4968,"dfs_38minute_(15, 5)_BB_INDUSTOWER",83
4969,"dfs_38minute_(15, 5)_BBRSI_INDUSTOWER",73
4970,"dfs_38minute_(15, 5)_BBRSI-UC_INDUSTOWER",82
4971,"dfs_38minute_(15, 5)_MA_INDUSTOWER",64
4972,"dfs_38minute_(15, 5)_MARSI-C_INDUSTOWER",14
4973,"dfs_38minute_(15, 5)_MARSI-UC1_INDUSTOWER",18
4974,"dfs_38minute_(15, 5)_MARSI-UC2_INDUSTOWER",39
4975,"dfs_38minute_(15, 5)_RSI_INDUSTOWER",85
4976,"dfs_38minute_(3, 1)_BB_INDUSTOWER",400
4977,"dfs_38minute_(3, 1)_BBRSI_INDUSTOWER",296
4978,"dfs_38minute_(3, 1)_BBRSI-UC_INDUSTOWER",391
4979,"dfs_38minute_(3, 1)_MA_INDUSTOWER",220
4980,"dfs_38minute_(3, 1)_MARSI-C_INDUSTOWER",15
4981,"dfs_38minute_(3, 1)_MARSI-UC1_INDUSTOWER",24
4982,"dfs_38minute_(3, 1)_MARSI-UC2_INDUSTOWER",70
4983,"dfs_38minute_(3, 1)_RSI_INDUSTOWER",566
4984,"dfs_38minute_(30, 10)_BB_INDUSTOWER",27
4985,"dfs_38minute_(30, 10)_BBRSI_INDUSTOWER",26
4986,"dfs_38minute_(30, 10)_BBRSI-UC_INDUSTOWER",26
4987,"dfs_38minute_(30, 10)_MA_INDUSTOWER",29
4988,"dfs_38minute_(30, 10)_MARSI-C_INDUSTOWER",14
4989,"dfs_38minute_(30, 10)_MARSI-UC1_INDUSTOWER",16
4990,"dfs_38minute_(30, 10)_MARSI-UC2_INDUSTOWER",21
4991,"dfs_38minute_(30, 10)_RSI_INDUSTOWER",26
4992,"dfs_day_(1, 0.33)_BB_INFY",48
4993,"dfs_day_(1, 0.33)_BBRSI_INFY",32
4994,"dfs_day_(1, 0.33)_BBRSI-UC_INFY",46
4995,"dfs_day_(1, 0.33)_MA_INFY",23
4996,"dfs_day_(1, 0.33)_MARSI-C_INFY",0
4997,"dfs_day_(1, 0.33)_MARSI-UC1_INFY",1
4998,"dfs_day_(1, 0.33)_MARSI-UC2_INFY",4
4999,"dfs_day_(1, 0.33)_RSI_INFY",71
5000,"dfs_day_(15, 5)_BB_INFY",21
5001,"dfs_day_(15, 5)_BBRSI_INFY",18
5002,"dfs_day_(15, 5)_BBRSI-UC_INFY",21
5003,"dfs_day_(15, 5)_MA_INFY",14
5004,"dfs_day_(15, 5)_MARSI-C_INFY",0
5005,"dfs_day_(15, 5)_MARSI-UC1_INFY",1
5006,"dfs_day_(15, 5)_MARSI-UC2_INFY",3
5007,"dfs_day_(15, 5)_RSI_INFY",22
5008,"dfs_day_(3, 1)_BB_INFY",40
5009,"dfs_day_(3, 1)_BBRSI_INFY",28
5010,"dfs_day_(3, 1)_BBRSI-UC_INFY",39
5011,"dfs_day_(3, 1)_MA_INFY",23
5012,"dfs_day_(3, 1)_MARSI-C_INFY",0
5013,"dfs_day_(3, 1)_MARSI-UC1_INFY",1
5014,"dfs_day_(3, 1)_MARSI-UC2_INFY",4
5015,"dfs_day_(3, 1)_RSI_INFY",57
5016,"dfs_day_(30, 10)_BB_INFY",9
5017,"dfs_day_(30, 10)_BBRSI_INFY",9
5018,"dfs_day_(30, 10)_BBRSI-UC_INFY",9
5019,"dfs_day_(30, 10)_MA_INFY",8
5020,"dfs_day_(30, 10)_MARSI-C_INFY",0
5021,"dfs_day_(30, 10)_MARSI-UC1_INFY",1
5022,"dfs_day_(30, 10)_MARSI-UC2_INFY",2
5023,"dfs_day_(30, 10)_RSI_INFY",11
5024,"dfs_hour_(1, 0.33)_BB_INFY",302
5025,"dfs_hour_(1, 0.33)_BBRSI_INFY",210
5026,"dfs_hour_(1, 0.33)_BBRSI-UC_INFY",297
5027,"dfs_hour_(1, 0.33)_MA_INFY",159
5028,"dfs_hour_(1, 0.33)_MARSI-C_INFY",9
5029,"dfs_hour_(1, 0.33)_MARSI-UC1_INFY",13
5030,"dfs_hour_(1, 0.33)_MARSI-UC2_INFY",47
5031,"dfs_hour_(1, 0.33)_RSI_INFY",550
