,Key,Entry_data
2598,"dfs_day_(1, 0.33)_MARSI-UC2_DLF",4
2599,"dfs_day_(1, 0.33)_RSI_DLF",93
2600,"dfs_day_(15, 5)_BB_DLF",36
2601,"dfs_day_(15, 5)_BBRSI_DLF",30
2602,"dfs_day_(15, 5)_BBRSI-UC_DLF",36
2603,"dfs_day_(15, 5)_MA_DLF",22
2604,"dfs_day_(15, 5)_MARSI-C_DLF",1
2605,"dfs_day_(15, 5)_MARSI-UC1_DLF",0
2606,"dfs_day_(15, 5)_MARSI-UC2_DLF",4
2607,"dfs_day_(15, 5)_RSI_DLF",42
2608,"dfs_day_(3, 1)_BB_DLF",53
2609,"dfs_day_(3, 1)_BBRSI_DLF",37
2610,"dfs_day_(3, 1)_BBRSI-UC_DLF",53
2611,"dfs_day_(3, 1)_MA_DLF",24
2612,"dfs_day_(3, 1)_MARSI-C_DLF",1
2613,"dfs_day_(3, 1)_MARSI-UC1_DLF",0
2614,"dfs_day_(3, 1)_MARSI-UC2_DLF",4
2615,"dfs_day_(3, 1)_RSI_DLF",73
2616,"dfs_day_(30, 10)_BB_DLF",18
2617,"dfs_day_(30, 10)_BBRSI_DLF",18
2618,"dfs_day_(30, 10)_BBRSI-UC_DLF",18
2619,"dfs_day_(30, 10)_MA_DLF",14
2620,"dfs_day_(30, 10)_MARSI-C_DLF",1
2621,"dfs_day_(30, 10)_MARSI-UC1_DLF",0
2622,"dfs_day_(30, 10)_MARSI-UC2_DLF",4
2623,"dfs_day_(30, 10)_RSI_DLF",27
2624,"dfs_hour_(1, 0.33)_BB_DLF",401
2625,"dfs_hour_(1, 0.33)_BBRSI_DLF",294
2626,"dfs_hour_(1, 0.33)_BBRSI-UC_DLF",388
2627,"dfs_hour_(1, 0.33)_MA_DLF",162
2628,"dfs_hour_(1, 0.33)_MARSI-C_DLF",9
2629,"dfs_hour_(1, 0.33)_MARSI-UC1_DLF",14
2630,"dfs_hour_(1, 0.33)_MARSI-UC2_DLF",54
2631,"dfs_hour_(1, 0.33)_RSI_DLF",710
2632,"dfs_hour_(15, 5)_BB_DLF",108
2633,"dfs_hour_(15, 5)_BBRSI_DLF",91
2634,"dfs_hour_(15, 5)_BBRSI-UC_DLF",109
2635,"dfs_hour_(15, 5)_MA_DLF",82
2636,"dfs_hour_(15, 5)_MARSI-C_DLF",8
2637,"dfs_hour_(15, 5)_MARSI-UC1_DLF",9
2638,"dfs_hour_(15, 5)_MARSI-UC2_DLF",28
2639,"dfs_hour_(15, 5)_RSI_DLF",123
2640,"dfs_hour_(3, 1)_BB_DLF",329
2641,"dfs_hour_(3, 1)_BBRSI_DLF",250
2642,"dfs_hour_(3, 1)_BBRSI-UC_DLF",320
2643,"dfs_hour_(3, 1)_MA_DLF",151
2644,"dfs_hour_(3, 1)_MARSI-C_DLF",8
2645,"dfs_hour_(3, 1)_MARSI-UC1_DLF",11
2646,"dfs_hour_(3, 1)_MARSI-UC2_DLF",43
2647,"dfs_hour_(3, 1)_RSI_DLF",482
2648,"dfs_hour_(30, 10)_BB_DLF",41
2649,"dfs_hour_(30, 10)_BBRSI_DLF",39
2650,"dfs_hour_(30, 10)_BBRSI-UC_DLF",39
2651,"dfs_hour_(30, 10)_MA_DLF",36
2652,"dfs_hour_(30, 10)_MARSI-C_DLF",6
2653,"dfs_hour_(30, 10)_MARSI-UC1_DLF",7
2654,"dfs_hour_(30, 10)_MARSI-UC2_DLF",21
2655,"dfs_hour_(30, 10)_RSI_DLF",51
2656,"dfs_38minute_(1, 0.33)_BB_DLF",572
2657,"dfs_38minute_(1, 0.33)_BBRSI_DLF",395
2658,"dfs_38minute_(1, 0.33)_BBRSI-UC_DLF",557
2659,"dfs_38minute_(1, 0.33)_MA_DLF",204
2660,"dfs_38minute_(1, 0.33)_MARSI-C_DLF",22
2661,"dfs_38minute_(1, 0.33)_MARSI-UC1_DLF",17
2662,"dfs_38minute_(1, 0.33)_MARSI-UC2_DLF",54
2663,"dfs_38minute_(1, 0.33)_RSI_DLF",962
2664,"dfs_38minute_(15, 5)_BB_DLF",117
2665,"dfs_38minute_(15, 5)_BBRSI_DLF",112
2666,"dfs_38minute_(15, 5)_BBRSI-UC_DLF",118
2667,"dfs_38minute_(15, 5)_MA_DLF",89
2668,"dfs_38minute_(15, 5)_MARSI-C_DLF",20
2669,"dfs_38minute_(15, 5)_MARSI-UC1_DLF",16
2670,"dfs_38minute_(15, 5)_MARSI-UC2_DLF",39
2671,"dfs_38minute_(15, 5)_RSI_DLF",125
2672,"dfs_38minute_(3, 1)_BB_DLF",442
2673,"dfs_38minute_(3, 1)_BBRSI_DLF",325
2674,"dfs_38minute_(3, 1)_BBRSI-UC_DLF",433
2675,"dfs_38minute_(3, 1)_MA_DLF",193
2676,"dfs_38minute_(3, 1)_MARSI-C_DLF",21
2677,"dfs_38minute_(3, 1)_MARSI-UC1_DLF",17
2678,"dfs_38minute_(3, 1)_MARSI-UC2_DLF",51
2679,"dfs_38minute_(3, 1)_RSI_DLF",643
2680,"dfs_38minute_(30, 10)_BB_DLF",39
2681,"dfs_38minute_(30, 10)_BBRSI_DLF",42
2682,"dfs_38minute_(30, 10)_BBRSI-UC_DLF",41
2683,"dfs_38minute_(30, 10)_MA_DLF",36
2684,"dfs_38minute_(30, 10)_MARSI-C_DLF",16
2685,"dfs_38minute_(30, 10)_MARSI-UC1_DLF",13
2686,"dfs_38minute_(30, 10)_MARSI-UC2_DLF",27
2687,"dfs_38minute_(30, 10)_RSI_DLF",44
2688,"dfs_day_(1, 0.33)_BB_DMART",30
2689,"dfs_day_(1, 0.33)_BBRSI_DMART",22
2690,"dfs_day_(1, 0.33)_BBRSI-UC_DMART",29
2691,"dfs_day_(1, 0.33)_MA_DMART",12
2692,"dfs_day_(1, 0.33)_MARSI-C_DMART",2
2693,"dfs_day_(1, 0.33)_MARSI-UC1_DMART",1
2694,"dfs_day_(1, 0.33)_MARSI-UC2_DMART",2
2695,"dfs_day_(1, 0.33)_RSI_DMART",61
2696,"dfs_day_(15, 5)_BB_DMART",22
2697,"dfs_day_(15, 5)_BBRSI_DMART",16
2698,"dfs_day_(15, 5)_BBRSI-UC_DMART",22
2699,"dfs_day_(15, 5)_MA_DMART",11
2700,"dfs_day_(15, 5)_MARSI-C_DMART",2
2701,"dfs_day_(15, 5)_MARSI-UC1_DMART",1
2702,"dfs_day_(15, 5)_MARSI-UC2_DMART",2
2703,"dfs_day_(15, 5)_RSI_DMART",22
2704,"dfs_day_(3, 1)_BB_DMART",29
2705,"dfs_day_(3, 1)_BBRSI_DMART",22
2706,"dfs_day_(3, 1)_BBRSI-UC_DMART",28
2707,"dfs_day_(3, 1)_MA_DMART",12
2708,"dfs_day_(3, 1)_MARSI-C_DMART",2
2709,"dfs_day_(3, 1)_MARSI-UC1_DMART",1
2710,"dfs_day_(3, 1)_MARSI-UC2_DMART",2
2711,"dfs_day_(3, 1)_RSI_DMART",48
2712,"dfs_day_(30, 10)_BB_DMART",10
2713,"dfs_day_(30, 10)_BBRSI_DMART",8
2714,"dfs_day_(30, 10)_BBRSI-UC_DMART",10
2715,"dfs_day_(30, 10)_MA_DMART",7
2716,"dfs_day_(30, 10)_MARSI-C_DMART",2
2717,"dfs_day_(30, 10)_MARSI-UC1_DMART",1
2718,"dfs_day_(30, 10)_MARSI-UC2_DMART",2
2719,"dfs_day_(30, 10)_RSI_DMART",15
2720,"dfs_hour_(1, 0.33)_BB_DMART",229
2721,"dfs_hour_(1, 0.33)_BBRSI_DMART",172
2722,"dfs_hour_(1, 0.33)_BBRSI-UC_DMART",223
2723,"dfs_hour_(1, 0.33)_MA_DMART",122
2724,"dfs_hour_(1, 0.33)_MARSI-C_DMART",11
2725,"dfs_hour_(1, 0.33)_MARSI-UC1_DMART",12
2726,"dfs_hour_(1, 0.33)_MARSI-UC2_DMART",39
2727,"dfs_hour_(1, 0.33)_RSI_DMART",463
2728,"dfs_hour_(15, 5)_BB_DMART",46
2729,"dfs_hour_(15, 5)_BBRSI_DMART",50
2730,"dfs_hour_(15, 5)_BBRSI-UC_DMART",46
2731,"dfs_hour_(15, 5)_MA_DMART",40
2732,"dfs_hour_(15, 5)_MARSI-C_DMART",9
2733,"dfs_hour_(15, 5)_MARSI-UC1_DMART",8
2734,"dfs_hour_(15, 5)_MARSI-UC2_DMART",19
2735,"dfs_hour_(15, 5)_RSI_DMART",63
2736,"dfs_hour_(3, 1)_BB_DMART",173
2737,"dfs_hour_(3, 1)_BBRSI_DMART",140
2738,"dfs_hour_(3, 1)_BBRSI-UC_DMART",170
2739,"dfs_hour_(3, 1)_MA_DMART",113
2740,"dfs_hour_(3, 1)_MARSI-C_DMART",10
2741,"dfs_hour_(3, 1)_MARSI-UC1_DMART",12
2742,"dfs_hour_(3, 1)_MARSI-UC2_DMART",32
2743,"dfs_hour_(3, 1)_RSI_DMART",298
2744,"dfs_hour_(30, 10)_BB_DMART",18
2745,"dfs_hour_(30, 10)_BBRSI_DMART",16
2746,"dfs_hour_(30, 10)_BBRSI-UC_DMART",16
2747,"dfs_hour_(30, 10)_MA_DMART",17
2748,"dfs_hour_(30, 10)_MARSI-C_DMART",6
2749,"dfs_hour_(30, 10)_MARSI-UC1_DMART",7
2750,"dfs_hour_(30, 10)_MARSI-UC2_DMART",15
2751,"dfs_hour_(30, 10)_RSI_DMART",19
2752,"dfs_38minute_(1, 0.33)_BB_DMART",326
2753,"dfs_38minute_(1, 0.33)_BBRSI_DMART",247
2754,"dfs_38minute_(1, 0.33)_BBRSI-UC_DMART",319
2755,"dfs_38minute_(1, 0.33)_MA_DMART",153
2756,"dfs_38minute_(1, 0.33)_MARSI-C_DMART",18
2757,"dfs_38minute_(1, 0.33)_MARSI-UC1_DMART",15
2758,"dfs_38minute_(1, 0.33)_MARSI-UC2_DMART",43
2759,"dfs_38minute_(1, 0.33)_RSI_DMART",634
2760,"dfs_38minute_(15, 5)_BB_DMART",61
2761,"dfs_38minute_(15, 5)_BBRSI_DMART",53
2762,"dfs_38minute_(15, 5)_BBRSI-UC_DMART",61
2763,"dfs_38minute_(15, 5)_MA_DMART",47
2764,"dfs_38minute_(15, 5)_MARSI-C_DMART",13
2765,"dfs_38minute_(15, 5)_MARSI-UC1_DMART",10
2766,"dfs_38minute_(15, 5)_MARSI-UC2_DMART",23
2767,"dfs_38minute_(15, 5)_RSI_DMART",65
2768,"dfs_38minute_(3, 1)_BB_DMART",238
2769,"dfs_38minute_(3, 1)_BBRSI_DMART",188
2770,"dfs_38minute_(3, 1)_BBRSI-UC_DMART",233
2771,"dfs_38minute_(3, 1)_MA_DMART",140
2772,"dfs_38minute_(3, 1)_MARSI-C_DMART",18
2773,"dfs_38minute_(3, 1)_MARSI-UC1_DMART",13
2774,"dfs_38minute_(3, 1)_MARSI-UC2_DMART",38
2775,"dfs_38minute_(3, 1)_RSI_DMART",399
2776,"dfs_38minute_(30, 10)_BB_DMART",16
2777,"dfs_38minute_(30, 10)_BBRSI_DMART",20
2778,"dfs_38minute_(30, 10)_BBRSI-UC_DMART",19
2779,"dfs_38minute_(30, 10)_MA_DMART",19
2780,"dfs_38minute_(30, 10)_MARSI-C_DMART",9
2781,"dfs_38minute_(30, 10)_MARSI-UC1_DMART",9
2782,"dfs_38minute_(30, 10)_MARSI-UC2_DMART",12
2783,"dfs_38minute_(30, 10)_RSI_DMART",20
2784,"dfs_day_(1, 0.33)_BB_DRREDDY",64
2785,"dfs_day_(1, 0.33)_BBRSI_DRREDDY",42
2786,"dfs_day_(1, 0.33)_BBRSI-UC_DRREDDY",63
2787,"dfs_day_(1, 0.33)_MA_DRREDDY",25
2788,"dfs_day_(1, 0.33)_MARSI-C_DRREDDY",1
2789,"dfs_day_(1, 0.33)_MARSI-UC1_DRREDDY",0
2790,"dfs_day_(1, 0.33)_MARSI-UC2_DRREDDY",1
2791,"dfs_day_(1, 0.33)_RSI_DRREDDY",108
2792,"dfs_day_(15, 5)_BB_DRREDDY",27
2793,"dfs_day_(15, 5)_BBRSI_DRREDDY",25
2794,"dfs_day_(15, 5)_BBRSI-UC_DRREDDY",27
2795,"dfs_day_(15, 5)_MA_DRREDDY",19
2796,"dfs_day_(15, 5)_MARSI-C_DRREDDY",1
2797,"dfs_day_(15, 5)_MARSI-UC1_DRREDDY",0
2798,"dfs_day_(15, 5)_MARSI-UC2_DRREDDY",1
2799,"dfs_day_(15, 5)_RSI_DRREDDY",33
2800,"dfs_day_(3, 1)_BB_DRREDDY",55
2801,"dfs_day_(3, 1)_BBRSI_DRREDDY",36
2802,"dfs_day_(3, 1)_BBRSI-UC_DRREDDY",53
2803,"dfs_day_(3, 1)_MA_DRREDDY",24
2804,"dfs_day_(3, 1)_MARSI-C_DRREDDY",1
2805,"dfs_day_(3, 1)_MARSI-UC1_DRREDDY",0
2806,"dfs_day_(3, 1)_MARSI-UC2_DRREDDY",1
2807,"dfs_day_(3, 1)_RSI_DRREDDY",80
2808,"dfs_day_(30, 10)_BB_DRREDDY",14
2809,"dfs_day_(30, 10)_BBRSI_DRREDDY",10
2810,"dfs_day_(30, 10)_BBRSI-UC_DRREDDY",14
2811,"dfs_day_(30, 10)_MA_DRREDDY",9
2812,"dfs_day_(30, 10)_MARSI-C_DRREDDY",1
2813,"dfs_day_(30, 10)_MARSI-UC1_DRREDDY",0
2814,"dfs_day_(30, 10)_MARSI-UC2_DRREDDY",1
2815,"dfs_day_(30, 10)_RSI_DRREDDY",13
2816,"dfs_hour_(1, 0.33)_BB_DRREDDY",362
2817,"dfs_hour_(1, 0.33)_BBRSI_DRREDDY",270
2818,"dfs_hour_(1, 0.33)_BBRSI-UC_DRREDDY",356
2819,"dfs_hour_(1, 0.33)_MA_DRREDDY",161
2820,"dfs_hour_(1, 0.33)_MARSI-C_DRREDDY",11
2821,"dfs_hour_(1, 0.33)_MARSI-UC1_DRREDDY",12
2822,"dfs_hour_(1, 0.33)_MARSI-UC2_DRREDDY",33
2823,"dfs_hour_(1, 0.33)_RSI_DRREDDY",627
2824,"dfs_hour_(15, 5)_BB_DRREDDY",47
2825,"dfs_hour_(15, 5)_BBRSI_DRREDDY",48
2826,"dfs_hour_(15, 5)_BBRSI-UC_DRREDDY",47
2827,"dfs_hour_(15, 5)_MA_DRREDDY",40
2828,"dfs_hour_(15, 5)_MARSI-C_DRREDDY",9
2829,"dfs_hour_(15, 5)_MARSI-UC1_DRREDDY",9
2830,"dfs_hour_(15, 5)_MARSI-UC2_DRREDDY",18
2831,"dfs_hour_(15, 5)_RSI_DRREDDY",52
2832,"dfs_hour_(3, 1)_BB_DRREDDY",265
2833,"dfs_hour_(3, 1)_BBRSI_DRREDDY",215
2834,"dfs_hour_(3, 1)_BBRSI-UC_DRREDDY",262
2835,"dfs_hour_(3, 1)_MA_DRREDDY",146
2836,"dfs_hour_(3, 1)_MARSI-C_DRREDDY",10
2837,"dfs_hour_(3, 1)_MARSI-UC1_DRREDDY",11
2838,"dfs_hour_(3, 1)_MARSI-UC2_DRREDDY",28
2839,"dfs_hour_(3, 1)_RSI_DRREDDY",388
2840,"dfs_hour_(30, 10)_BB_DRREDDY",16
2841,"dfs_hour_(30, 10)_BBRSI_DRREDDY",20
2842,"dfs_hour_(30, 10)_BBRSI-UC_DRREDDY",16
2843,"dfs_hour_(30, 10)_MA_DRREDDY",11
2844,"dfs_hour_(30, 10)_MARSI-C_DRREDDY",9
2845,"dfs_hour_(30, 10)_MARSI-UC1_DRREDDY",7
2846,"dfs_hour_(30, 10)_MARSI-UC2_DRREDDY",11
2847,"dfs_hour_(30, 10)_RSI_DRREDDY",18
2848,"dfs_38minute_(1, 0.33)_BB_DRREDDY",500
2849,"dfs_38minute_(1, 0.33)_BBRSI_DRREDDY",349
2850,"dfs_38minute_(1, 0.33)_BBRSI-UC_DRREDDY",486
2851,"dfs_38minute_(1, 0.33)_MA_DRREDDY",214
2852,"dfs_38minute_(1, 0.33)_MARSI-C_DRREDDY",13
2853,"dfs_38minute_(1, 0.33)_MARSI-UC1_DRREDDY",11
2854,"dfs_38minute_(1, 0.33)_MARSI-UC2_DRREDDY",47
2855,"dfs_38minute_(1, 0.33)_RSI_DRREDDY",824
2856,"dfs_38minute_(15, 5)_BB_DRREDDY",53
2857,"dfs_38minute_(15, 5)_BBRSI_DRREDDY",52
2858,"dfs_38minute_(15, 5)_BBRSI-UC_DRREDDY",53
2859,"dfs_38minute_(15, 5)_MA_DRREDDY",40
2860,"dfs_38minute_(15, 5)_MARSI-C_DRREDDY",10
2861,"dfs_38minute_(15, 5)_MARSI-UC1_DRREDDY",7
2862,"dfs_38minute_(15, 5)_MARSI-UC2_DRREDDY",24
2863,"dfs_38minute_(15, 5)_RSI_DRREDDY",62
2864,"dfs_38minute_(3, 1)_BB_DRREDDY",354
2865,"dfs_38minute_(3, 1)_BBRSI_DRREDDY",267
2866,"dfs_38minute_(3, 1)_BBRSI-UC_DRREDDY",345
2867,"dfs_38minute_(3, 1)_MA_DRREDDY",178
2868,"dfs_38minute_(3, 1)_MARSI-C_DRREDDY",13
2869,"dfs_38minute_(3, 1)_MARSI-UC1_DRREDDY",10
2870,"dfs_38minute_(3, 1)_MARSI-UC2_DRREDDY",42
2871,"dfs_38minute_(3, 1)_RSI_DRREDDY",472
2872,"dfs_38minute_(30, 10)_BB_DRREDDY",9
2873,"dfs_38minute_(30, 10)_BBRSI_DRREDDY",11
2874,"dfs_38minute_(30, 10)_BBRSI-UC_DRREDDY",11
2875,"dfs_38minute_(30, 10)_MA_DRREDDY",12
2876,"dfs_38minute_(30, 10)_MARSI-C_DRREDDY",9
2877,"dfs_38minute_(30, 10)_MARSI-UC1_DRREDDY",7
2878,"dfs_38minute_(30, 10)_MARSI-UC2_DRREDDY",12
2879,"dfs_38minute_(30, 10)_RSI_DRREDDY",19
2880,"dfs_day_(1, 0.33)_BB_EICHERMOT",58
2881,"dfs_day_(1, 0.33)_BBRSI_EICHERMOT",39
2882,"dfs_day_(1, 0.33)_BBRSI-UC_EICHERMOT",57
2883,"dfs_day_(1, 0.33)_MA_EICHERMOT",22
2884,"dfs_day_(1, 0.33)_MARSI-C_EICHERMOT",3
2885,"dfs_day_(1, 0.33)_MARSI-UC1_EICHERMOT",1
2886,"dfs_day_(1, 0.33)_MARSI-UC2_EICHERMOT",5
2887,"dfs_day_(1, 0.33)_RSI_EICHERMOT",98
2888,"dfs_day_(15, 5)_BB_EICHERMOT",32
2889,"dfs_day_(15, 5)_BBRSI_EICHERMOT",26
2890,"dfs_day_(15, 5)_BBRSI-UC_EICHERMOT",32
2891,"dfs_day_(15, 5)_MA_EICHERMOT",19
2892,"dfs_day_(15, 5)_MARSI-C_EICHERMOT",3
2893,"dfs_day_(15, 5)_MARSI-UC1_EICHERMOT",1
2894,"dfs_day_(15, 5)_MARSI-UC2_EICHERMOT",5
2895,"dfs_day_(15, 5)_RSI_EICHERMOT",38
2896,"dfs_day_(3, 1)_BB_EICHERMOT",57
2897,"dfs_day_(3, 1)_BBRSI_EICHERMOT",39
2898,"dfs_day_(3, 1)_BBRSI-UC_EICHERMOT",56
2899,"dfs_day_(3, 1)_MA_EICHERMOT",22
2900,"dfs_day_(3, 1)_MARSI-C_EICHERMOT",3
2901,"dfs_day_(3, 1)_MARSI-UC1_EICHERMOT",1
2902,"dfs_day_(3, 1)_MARSI-UC2_EICHERMOT",5
2903,"dfs_day_(3, 1)_RSI_EICHERMOT",77
2904,"dfs_day_(30, 10)_BB_EICHERMOT",12
2905,"dfs_day_(30, 10)_BBRSI_EICHERMOT",11
2906,"dfs_day_(30, 10)_BBRSI-UC_EICHERMOT",12
2907,"dfs_day_(30, 10)_MA_EICHERMOT",13
2908,"dfs_day_(30, 10)_MARSI-C_EICHERMOT",2
2909,"dfs_day_(30, 10)_MARSI-UC1_EICHERMOT",1
2910,"dfs_day_(30, 10)_MARSI-UC2_EICHERMOT",4
2911,"dfs_day_(30, 10)_RSI_EICHERMOT",17
2912,"dfs_hour_(1, 0.33)_BB_EICHERMOT",388
2913,"dfs_hour_(1, 0.33)_BBRSI_EICHERMOT",283
2914,"dfs_hour_(1, 0.33)_BBRSI-UC_EICHERMOT",380
2915,"dfs_hour_(1, 0.33)_MA_EICHERMOT",142
2916,"dfs_hour_(1, 0.33)_MARSI-C_EICHERMOT",12
2917,"dfs_hour_(1, 0.33)_MARSI-UC1_EICHERMOT",11
2918,"dfs_hour_(1, 0.33)_MARSI-UC2_EICHERMOT",33
2919,"dfs_hour_(1, 0.33)_RSI_EICHERMOT",730
2920,"dfs_hour_(15, 5)_BB_EICHERMOT",71
2921,"dfs_hour_(15, 5)_BBRSI_EICHERMOT",65
2922,"dfs_hour_(15, 5)_BBRSI-UC_EICHERMOT",73
2923,"dfs_hour_(15, 5)_MA_EICHERMOT",53
2924,"dfs_hour_(15, 5)_MARSI-C_EICHERMOT",10
2925,"dfs_hour_(15, 5)_MARSI-UC1_EICHERMOT",9
2926,"dfs_hour_(15, 5)_MARSI-UC2_EICHERMOT",24
2927,"dfs_hour_(15, 5)_RSI_EICHERMOT",79
2928,"dfs_hour_(3, 1)_BB_EICHERMOT",304
2929,"dfs_hour_(3, 1)_BBRSI_EICHERMOT",235
2930,"dfs_hour_(3, 1)_BBRSI-UC_EICHERMOT",297
2931,"dfs_hour_(3, 1)_MA_EICHERMOT",130
2932,"dfs_hour_(3, 1)_MARSI-C_EICHERMOT",12
2933,"dfs_hour_(3, 1)_MARSI-UC1_EICHERMOT",11
2934,"dfs_hour_(3, 1)_MARSI-UC2_EICHERMOT",32
2935,"dfs_hour_(3, 1)_RSI_EICHERMOT",465
2936,"dfs_hour_(30, 10)_BB_EICHERMOT",22
2937,"dfs_hour_(30, 10)_BBRSI_EICHERMOT",20
2938,"dfs_hour_(30, 10)_BBRSI-UC_EICHERMOT",22
2939,"dfs_hour_(30, 10)_MA_EICHERMOT",18
2940,"dfs_hour_(30, 10)_MARSI-C_EICHERMOT",9
2941,"dfs_hour_(30, 10)_MARSI-UC1_EICHERMOT",7
2942,"dfs_hour_(30, 10)_MARSI-UC2_EICHERMOT",14
2943,"dfs_hour_(30, 10)_RSI_EICHERMOT",26
2944,"dfs_38minute_(1, 0.33)_BB_EICHERMOT",525
2945,"dfs_38minute_(1, 0.33)_BBRSI_EICHERMOT",380
2946,"dfs_38minute_(1, 0.33)_BBRSI-UC_EICHERMOT",507
2947,"dfs_38minute_(1, 0.33)_MA_EICHERMOT",213
2948,"dfs_38minute_(1, 0.33)_MARSI-C_EICHERMOT",28
2949,"dfs_38minute_(1, 0.33)_MARSI-UC1_EICHERMOT",24
2950,"dfs_38minute_(1, 0.33)_MARSI-UC2_EICHERMOT",61
2951,"dfs_38minute_(1, 0.33)_RSI_EICHERMOT",935
2952,"dfs_38minute_(15, 5)_BB_EICHERMOT",78
2953,"dfs_38minute_(15, 5)_BBRSI_EICHERMOT",80
2954,"dfs_38minute_(15, 5)_BBRSI-UC_EICHERMOT",77
2955,"dfs_38minute_(15, 5)_MA_EICHERMOT",63
2956,"dfs_38minute_(15, 5)_MARSI-C_EICHERMOT",21
2957,"dfs_38minute_(15, 5)_MARSI-UC1_EICHERMOT",19
2958,"dfs_38minute_(15, 5)_MARSI-UC2_EICHERMOT",38
2959,"dfs_38minute_(15, 5)_RSI_EICHERMOT",83
2960,"dfs_38minute_(3, 1)_BB_EICHERMOT",384
2961,"dfs_38minute_(3, 1)_BBRSI_EICHERMOT",299
2962,"dfs_38minute_(3, 1)_BBRSI-UC_EICHERMOT",377
2963,"dfs_38minute_(3, 1)_MA_EICHERMOT",192
2964,"dfs_38minute_(3, 1)_MARSI-C_EICHERMOT",27
2965,"dfs_38minute_(3, 1)_MARSI-UC1_EICHERMOT",21
2966,"dfs_38minute_(3, 1)_MARSI-UC2_EICHERMOT",53
2967,"dfs_38minute_(3, 1)_RSI_EICHERMOT",547
2968,"dfs_38minute_(30, 10)_BB_EICHERMOT",24
2969,"dfs_38minute_(30, 10)_BBRSI_EICHERMOT",22
2970,"dfs_38minute_(30, 10)_BBRSI-UC_EICHERMOT",24
2971,"dfs_38minute_(30, 10)_MA_EICHERMOT",18
2972,"dfs_38minute_(30, 10)_MARSI-C_EICHERMOT",15
2973,"dfs_38minute_(30, 10)_MARSI-UC1_EICHERMOT",12
2974,"dfs_38minute_(30, 10)_MARSI-UC2_EICHERMOT",16
2975,"dfs_38minute_(30, 10)_RSI_EICHERMOT",23
2976,"dfs_day_(1, 0.33)_BB_GAIL",55
2977,"dfs_day_(1, 0.33)_BBRSI_GAIL",34
2978,"dfs_day_(1, 0.33)_BBRSI-UC_GAIL",53
2979,"dfs_day_(1, 0.33)_MA_GAIL",19
2980,"dfs_day_(1, 0.33)_MARSI-C_GAIL",2
2981,"dfs_day_(1, 0.33)_MARSI-UC1_GAIL",4
2982,"dfs_day_(1, 0.33)_MARSI-UC2_GAIL",11
2983,"dfs_day_(1, 0.33)_RSI_GAIL",99
2984,"dfs_day_(15, 5)_BB_GAIL",28
2985,"dfs_day_(15, 5)_BBRSI_GAIL",22
2986,"dfs_day_(15, 5)_BBRSI-UC_GAIL",28
2987,"dfs_day_(15, 5)_MA_GAIL",18
2988,"dfs_day_(15, 5)_MARSI-C_GAIL",2
2989,"dfs_day_(15, 5)_MARSI-UC1_GAIL",2
2990,"dfs_day_(15, 5)_MARSI-UC2_GAIL",7
2991,"dfs_day_(15, 5)_RSI_GAIL",33
2992,"dfs_day_(3, 1)_BB_GAIL",49
2993,"dfs_day_(3, 1)_BBRSI_GAIL",31
2994,"dfs_day_(3, 1)_BBRSI-UC_GAIL",48
2995,"dfs_day_(3, 1)_MA_GAIL",19
2996,"dfs_day_(3, 1)_MARSI-C_GAIL",2
2997,"dfs_day_(3, 1)_MARSI-UC1_GAIL",4
2998,"dfs_day_(3, 1)_MARSI-UC2_GAIL",11
2999,"dfs_day_(3, 1)_RSI_GAIL",74
3000,"dfs_day_(30, 10)_BB_GAIL",11
3001,"dfs_day_(30, 10)_BBRSI_GAIL",14
3002,"dfs_day_(30, 10)_BBRSI-UC_GAIL",11
3003,"dfs_day_(30, 10)_MA_GAIL",13
3004,"dfs_day_(30, 10)_MARSI-C_GAIL",2
3005,"dfs_day_(30, 10)_MARSI-UC1_GAIL",2
3006,"dfs_day_(30, 10)_MARSI-UC2_GAIL",5
3007,"dfs_day_(30, 10)_RSI_GAIL",15
3008,"dfs_hour_(1, 0.33)_BB_GAIL",407
3009,"dfs_hour_(1, 0.33)_BBRSI_GAIL",293
3010,"dfs_hour_(1, 0.33)_BBRSI-UC_GAIL",394
3011,"dfs_hour_(1, 0.33)_MA_GAIL",151
3012,"dfs_hour_(1, 0.33)_MARSI-C_GAIL",7
3013,"dfs_hour_(1, 0.33)_MARSI-UC1_GAIL",8
3014,"dfs_hour_(1, 0.33)_MARSI-UC2_GAIL",39
3015,"dfs_hour_(1, 0.33)_RSI_GAIL",682
3016,"dfs_hour_(15, 5)_BB_GAIL",70
3017,"dfs_hour_(15, 5)_BBRSI_GAIL",62
3018,"dfs_hour_(15, 5)_BBRSI-UC_GAIL",70
3019,"dfs_hour_(15, 5)_MA_GAIL",51
3020,"dfs_hour_(15, 5)_MARSI-C_GAIL",6
3021,"dfs_hour_(15, 5)_MARSI-UC1_GAIL",6
3022,"dfs_hour_(15, 5)_MARSI-UC2_GAIL",21
3023,"dfs_hour_(15, 5)_RSI_GAIL",75
3024,"dfs_hour_(3, 1)_BB_GAIL",323
3025,"dfs_hour_(3, 1)_BBRSI_GAIL",243
3026,"dfs_hour_(3, 1)_BBRSI-UC_GAIL",316
3027,"dfs_hour_(3, 1)_MA_GAIL",140
3028,"dfs_hour_(3, 1)_MARSI-C_GAIL",7
3029,"dfs_hour_(3, 1)_MARSI-UC1_GAIL",7
