Profit_Loss_Windows,ACC,ADANIENT,ADANIGREEN,ADANIPORTS,AMBUJACEM,APOLLOHOSP,ASIANPAINT,AUROPHARMA,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJAJHLDNG,BAJFINANCE,BANDHANBNK,BANKBARODA,BERGEPAINT,BHARTIARTL,BIOCON,BOSCHLTD,BPCL,BRITANNIA,CHOLAFIN,CIPLA,COALINDIA,COLPAL,DABUR,DIVISLAB,DLF,DMART,DRREDDY,EICHERMOT,GAIL,GLAND,GODREJCP,GRASIM,HAVELLS,HCLTECH,HDFCAMC,HDFCBANK,HDFCLIFE,HDFC,HEROMOTOCO,HINDALCO,HINDPETRO,HINDUNILVR,ICICIBANK,ICICIGI,ICICIPRULI,IGL,INDIGO,INDUSINDBK,INDUSTOWER,INFY,IOC,ITC,JINDALSTEL,JSWSTEEL,JUBLFOOD,KOTAKBANK,LICI,LTI,LT,LUPIN,MARICO,MARUTI,MCDOWELL-N,MM,MUTHOOTFIN,NAUKRI,NESTLEIND,NIFTY 50,NIFTY BANK,NMDC,NTPC,ONGC,PEL,PGHH,PIDILITIND,PIIND,PNB,POWERGRID,RELIANCE,SAIL,SBICARD,SBILIFE,SBIN,SHREECEM,SIEMENS,SUNPHARMA,TATACONSUM,TATAMOTORS,TATASTEEL,TCS,TECHM,TITAN,TORNTPHARM,ULTRACEMCO,UPL,VEDL,WIPRO,YESBANK
"(1, 0.33)","[498, 171, 327, 34.34, 4.51]","[495, 211, 284, 42.63, 2.51]","[270, 103, 167, 38.15, 3.16]","[534, 183, 351, 34.27, 3.33]","[489, 174, 315, 35.58, 4.32]","[493, 160, 333, 32.45, 3.9]","[450, 156, 294, 34.67, 4.55]","[539, 172, 367, 31.91, 3.12]","[488, 161, 327, 32.99, 3.96]","[475, 167, 308, 35.16, 4.84]","[501, 199, 302, 39.72, 4.01]","[451, 181, 270, 40.13, 5.39]","[500, 182, 317, 36.4, 3.54]","[351, 118, 233, 33.62, 3.12]","[573, 193, 380, 33.68, 2.81]","[466, 180, 286, 38.63, 3.89]","[532, 202, 330, 37.97, 3.84]","[480, 157, 323, 32.71, 3.66]","[535, 159, 375, 29.72, 4.25]","[490, 158, 332, 32.24, 3.78]","[459, 176, 283, 38.34, 5.16]","[499, 207, 292, 41.48, 3.13]","[490, 185, 305, 37.76, 4.52]","[540, 170, 370, 31.48, 4.28]","[469, 159, 310, 33.9, 5.74]","[465, 169, 296, 36.34, 4.69]","[467, 181, 285, 38.76, 4.17]","[557, 211, 346, 37.88, 2.62]","[319, 127, 192, 39.81, 4.02]","[486, 162, 324, 33.33, 5.0]","[507, 157, 350, 30.97, 4.09]","[515, 182, 333, 35.34, 3.87]","[127, 50, 77, 39.37, 3.5]","[494, 180, 314, 36.44, 3.74]","[474, 168, 306, 35.44, 3.92]","[493, 201, 292, 40.77, 3.8]","[452, 195, 257, 43.14, 4.75]","[285, 85, 200, 29.82, 4.95]","[425, 138, 287, 32.47, 6.65]","[312, 102, 210, 32.69, 4.67]","[453, 147, 306, 32.45, 4.75]","[536, 169, 367, 31.53, 4.61]","[528, 195, 333, 36.93, 2.91]","[509, 164, 345, 32.22, 3.22]","[435, 173, 262, 39.77, 5.78]","[502, 171, 331, 34.06, 3.92]","[333, 137, 196, 41.14, 3.78]","[401, 139, 262, 34.66, 3.6]","[466, 172, 294, 36.91, 3.59]","[466, 175, 291, 37.55, 3.36]","[510, 168, 342, 32.94, 3.94]","[546, 211, 335, 38.64, 3.27]","[433, 159, 274, 36.72, 5.29]","[523, 187, 336, 35.76, 3.9]","[472, 165, 307, 34.96, 5.41]","[552, 221, 331, 40.04, 2.25]","[505, 187, 318, 37.03, 3.0]","[521, 176, 345, 33.78, 3.31]","[443, 162, 281, 36.57, 5.14]","[27, 4, 23, 14.81, 6.44]","[365, 143, 222, 39.18, 3.84]","[502, 158, 344, 31.47, 4.58]","[520, 195, 325, 37.5, 4.35]","[463, 181, 282, 39.09, 4.44]","[482, 160, 322, 33.2, 5.07]","[548, 163, 385, 29.74, 3.74]","[499, 170, 329, 34.07, 4.02]","[516, 225, 291, 43.6, 3.18]","[511, 185, 325, 36.2, 3.58]","[455, 160, 295, 35.16, 6.01]","[433, 125, 308, 28.87, 8.45]","[471, 143, 328, 30.36, 6.3]","[538, 167, 371, 31.04, 3.48]","[508, 181, 327, 35.63, 4.34]","[518, 171, 347, 33.01, 4.07]","[559, 201, 358, 35.96, 3.21]","[422, 192, 230, 45.5, 6.74]","[459, 172, 287, 37.47, 4.44]","[464, 192, 272, 41.38, 3.68]","[565, 183, 382, 32.39, 3.12]","[486, 192, 294, 39.51, 5.12]","[452, 139, 313, 30.75, 4.42]","[584, 186, 398, 31.85, 2.83]","[164, 54, 110, 32.93, 3.89]","[319, 116, 203, 36.36, 4.28]","[520, 157, 363, 30.19, 3.65]","[537, 204, 332, 37.99, 3.64]","[469, 176, 293, 37.53, 3.75]","[485, 157, 328, 32.37, 4.01]","[476, 173, 303, 36.34, 3.74]","[570, 172, 398, 30.18, 3.41]","[504, 162, 342, 32.14, 3.23]","[462, 160, 302, 34.63, 5.59]","[512, 199, 313, 38.87, 4.05]","[473, 182, 291, 38.48, 3.86]","[454, 172, 281, 37.89, 4.23]","[480, 160, 320, 33.33, 4.28]","[502, 183, 319, 36.45, 3.36]","[554, 204, 350, 36.82, 2.66]","[464, 160, 304, 34.48, 5.29]","[534, 170, 364, 31.84, 3.44]"
"(3, 1)","[349, 114, 235, 32.66, 18.88]","[402, 152, 250, 37.81, 9.26]","[221, 66, 155, 29.86, 8.0]","[401, 131, 270, 32.67, 12.66]","[354, 101, 253, 28.53, 15.51]","[373, 110, 262, 29.49, 13.54]","[306, 107, 198, 34.97, 21.87]","[408, 118, 290, 28.92, 12.97]","[358, 108, 250, 30.17, 15.65]","[320, 114, 206, 35.62, 22.79]","[358, 110, 248, 30.73, 15.67]","[317, 109, 208, 34.38, 20.82]","[375, 132, 243, 35.2, 13.26]","[274, 81, 192, 29.56, 10.97]","[459, 124, 335, 27.02, 9.39]","[331, 127, 203, 38.37, 17.8]","[376, 118, 258, 31.38, 16.15]","[380, 128, 252, 33.68, 13.55]","[375, 92, 282, 24.53, 16.52]","[360, 101, 259, 28.06, 13.96]","[319, 118, 201, 36.99, 23.85]","[395, 138, 257, 34.94, 11.24]","[331, 100, 231, 30.21, 20.82]","[364, 99, 264, 27.2, 18.85]","[304, 104, 200, 34.21, 25.41]","[314, 110, 203, 35.03, 22.48]","[341, 111, 229, 32.55, 15.77]","[433, 125, 307, 28.87, 9.46]","[233, 79, 154, 33.91, 15.5]","[345, 113, 231, 32.75, 20.88]","[377, 116, 261, 30.77, 15.47]","[390, 126, 264, 32.31, 13.36]","[103, 29, 74, 28.16, 10.29]","[357, 110, 246, 30.81, 15.58]","[345, 109, 235, 31.59, 16.32]","[349, 118, 231, 33.81, 15.42]","[310, 120, 190, 38.71, 23.59]","[205, 52, 153, 25.37, 18.6]","[281, 89, 191, 31.67, 28.78]","[216, 61, 155, 28.24, 19.78]","[318, 102, 215, 32.08, 20.22]","[356, 106, 250, 29.78, 19.99]","[421, 129, 292, 30.64, 10.5]","[388, 122, 266, 31.44, 11.01]","[281, 103, 178, 36.65, 27.53]","[368, 121, 247, 32.88, 15.57]","[229, 85, 143, 37.12, 15.6]","[303, 98, 204, 32.34, 13.63]","[338, 118, 220, 34.91, 14.94]","[356, 101, 255, 28.37, 11.79]","[376, 111, 265, 29.52, 15.19]","[391, 127, 264, 32.48, 12.95]","[279, 93, 186, 33.33, 25.08]","[365, 111, 254, 30.41, 17.39]","[307, 95, 212, 30.94, 25.29]","[462, 159, 303, 34.42, 6.91]","[375, 127, 248, 33.87, 12.59]","[406, 122, 283, 30.05, 10.93]","[315, 115, 200, 36.51, 22.67]","[16, 2, 13, 12.5, 18.62]","[262, 90, 172, 34.35, 18.14]","[338, 100, 237, 29.59, 19.5]","[364, 107, 257, 29.4, 17.87]","[304, 114, 190, 37.5, 23.74]","[326, 96, 229, 29.45, 20.86]","[406, 106, 299, 26.11, 12.92]","[344, 103, 241, 29.94, 17.9]","[374, 126, 247, 33.69, 13.52]","[395, 126, 268, 31.9, 12.82]","[291, 102, 189, 35.05, 26.9]","[243, 75, 168, 30.86, 39.7]","[304, 98, 206, 32.24, 26.59]","[405, 115, 290, 28.4, 12.49]","[344, 104, 240, 30.23, 19.42]","[371, 105, 266, 28.3, 15.71]","[432, 129, 303, 29.86, 11.41]","[263, 98, 164, 37.26, 29.66]","[320, 120, 199, 37.5, 20.77]","[335, 116, 218, 34.63, 15.36]","[445, 125, 320, 28.09, 10.99]","[308, 107, 201, 34.74, 25.44]","[318, 90, 227, 28.3, 18.55]","[461, 122, 338, 26.46, 9.64]","[115, 32, 82, 27.83, 14.69]","[227, 76, 151, 33.48, 17.64]","[368, 93, 275, 25.27, 15.46]","[388, 118, 269, 30.41, 15.47]","[340, 110, 229, 32.35, 16.8]","[347, 107, 239, 30.84, 17.05]","[347, 113, 233, 32.56, 14.69]","[437, 117, 319, 26.77, 11.59]","[398, 119, 279, 29.9, 10.94]","[292, 91, 201, 31.16, 26.52]","[379, 132, 247, 34.83, 16.4]","[330, 112, 218, 33.94, 16.68]","[321, 112, 208, 34.89, 17.78]","[344, 111, 232, 32.27, 18.06]","[377, 120, 257, 31.83, 13.07]","[427, 126, 301, 29.51, 9.85]","[315, 98, 217, 31.11, 24.5]","[407, 112, 295, 27.52, 12.89]"
"(15, 5)","[56, 16, 39, 28.57, 271.21]","[128, 50, 77, 39.06, 95.04]","[85, 27, 57, 31.76, 69.42]","[94, 35, 58, 37.23, 159.21]","[70, 23, 46, 32.86, 204.63]","[64, 26, 37, 40.62, 232.52]","[51, 23, 27, 45.1, 305.2]","[99, 28, 70, 28.28, 136.88]","[76, 26, 50, 34.21, 198.28]","[49, 17, 31, 34.69, 299.94]","[81, 31, 49, 38.27, 170.21]","[63, 27, 35, 42.86, 238.0]","[90, 35, 54, 38.89, 147.6]","[83, 25, 57, 30.12, 98.92]","[126, 38, 88, 30.16, 110.62]","[62, 24, 37, 38.71, 241.45]","[69, 23, 45, 33.33, 217.77]","[61, 25, 35, 40.98, 248.2]","[69, 16, 52, 23.19, 224.83]","[77, 22, 54, 28.57, 192.6]","[58, 22, 35, 37.93, 260.22]","[90, 32, 57, 35.56, 155.9]","[49, 17, 31, 34.69, 324.86]","[80, 19, 60, 23.75, 187.78]","[38, 12, 25, 31.58, 400.68]","[42, 16, 25, 38.1, 385.36]","[63, 23, 39, 36.51, 222.16]","[118, 36, 81, 30.51, 116.35]","[61, 24, 36, 39.34, 158.89]","[53, 16, 36, 30.19, 286.21]","[77, 22, 54, 28.57, 190.49]","[71, 21, 49, 29.58, 205.54]","[23, 6, 16, 26.09, 138.09]","[68, 25, 42, 36.76, 223.35]","[64, 23, 40, 35.94, 228.75]","[69, 25, 44, 36.23, 213.94]","[45, 15, 29, 33.33, 338.02]","[50, 15, 34, 30.0, 153.98]","[39, 16, 22, 41.03, 410.03]","[43, 11, 31, 25.58, 210.28]","[54, 20, 33, 37.04, 286.15]","[60, 18, 41, 30.0, 256.07]","[112, 35, 76, 31.25, 122.77]","[95, 29, 65, 30.53, 141.86]","[39, 16, 22, 41.03, 400.72]","[74, 26, 47, 35.14, 197.36]","[46, 14, 31, 30.43, 213.72]","[63, 16, 46, 25.4, 175.73]","[63, 24, 38, 38.1, 231.25]","[102, 32, 69, 31.37, 118.68]","[82, 25, 56, 30.49, 180.91]","[82, 22, 59, 26.83, 180.8]","[45, 19, 25, 42.22, 348.38]","[70, 23, 46, 32.86, 217.74]","[47, 16, 30, 34.04, 322.23]","[158, 51, 106, 32.28, 82.08]","[81, 31, 49, 38.27, 173.57]","[93, 34, 58, 36.56, 151.97]","[42, 17, 24, 40.48, 361.26]","[2, 0, 2, 0.0, 392.0]","[66, 26, 39, 39.39, 158.86]","[56, 17, 38, 30.36, 262.11]","[75, 16, 58, 21.33, 196.85]","[47, 18, 28, 38.3, 305.19]","[66, 23, 42, 34.85, 225.62]","[82, 23, 58, 28.05, 183.43]","[64, 19, 44, 29.69, 226.64]","[85, 32, 52, 37.65, 171.44]","[90, 34, 55, 37.78, 159.9]","[36, 16, 19, 44.44, 434.42]","[25, 11, 13, 44.0, 654.44]","[48, 16, 31, 33.33, 323.27]","[104, 28, 75, 26.92, 137.78]","[59, 18, 40, 30.51, 258.68]","[99, 27, 71, 27.27, 145.67]","[112, 31, 80, 27.68, 122.53]","[33, 13, 19, 39.39, 451.76]","[39, 17, 21, 43.59, 399.0]","[75, 31, 43, 41.33, 185.16]","[126, 33, 93, 26.19, 110.12]","[41, 15, 25, 36.59, 394.63]","[64, 24, 39, 37.5, 233.06]","[121, 36, 84, 29.75, 114.2]","[31, 11, 19, 35.48, 149.55]","[34, 13, 20, 38.24, 301.24]","[76, 22, 53, 28.95, 192.18]","[77, 28, 48, 36.36, 197.58]","[71, 21, 49, 29.58, 200.89]","[67, 20, 46, 29.85, 227.18]","[72, 24, 47, 33.33, 201.65]","[125, 34, 90, 27.2, 112.67]","[102, 33, 68, 32.35, 136.76]","[37, 13, 23, 35.14, 430.19]","[82, 29, 52, 35.37, 184.94]","[68, 29, 38, 42.65, 209.82]","[52, 20, 31, 38.46, 282.9]","[62, 22, 39, 35.48, 242.44]","[90, 30, 59, 33.33, 156.79]","[129, 40, 88, 31.01, 100.33]","[50, 15, 35, 30.0, 309.08]","[137, 33, 103, 24.09, 93.83]"
"(30, 10)","[21, 7, 13, 33.33, 774.52]","[51, 21, 29, 41.18, 286.69]","[43, 17, 25, 39.53, 159.98]","[28, 11, 16, 39.29, 584.04]","[21, 8, 12, 38.1, 782.57]","[26, 10, 15, 38.46, 596.96]","[13, 7, 5, 53.85, 1257.85]","[33, 8, 24, 24.24, 475.39]","[25, 9, 16, 36.0, 661.44]","[13, 5, 7, 38.46, 1310.38]","[28, 13, 14, 46.43, 554.39]","[20, 10, 9, 50.0, 812.25]","[36, 17, 18, 47.22, 436.75]","[35, 7, 27, 20.0, 220.11]","[45, 12, 32, 26.67, 346.71]","[21, 10, 10, 47.62, 750.33]","[17, 6, 10, 35.29, 945.76]","[22, 9, 12, 40.91, 745.59]","[27, 7, 19, 25.93, 571.93]","[31, 9, 21, 29.03, 507.42]","[15, 7, 7, 46.67, 1026.67]","[30, 14, 15, 46.67, 491.2]","[17, 6, 10, 35.29, 985.29]","[19, 4, 14, 21.05, 874.53]","[12, 5, 6, 41.67, 1219.75]","[11, 5, 5, 45.45, 1197.27]","[30, 13, 16, 43.33, 516.67]","[41, 14, 26, 34.15, 354.49]","[19, 8, 10, 42.11, 553.84]","[11, 3, 7, 27.27, 1410.91]","[24, 9, 14, 37.5, 682.5]","[26, 8, 17, 30.77, 608.27]","[11, 3, 7, 27.27, 297.27]","[26, 10, 15, 38.46, 633.69]","[19, 8, 10, 42.11, 866.42]","[22, 10, 11, 45.45, 688.45]","[17, 6, 10, 35.29, 950.82]","[20, 6, 13, 30.0, 394.05]","[9, 5, 3, 55.56, 1420.67]","[17, 6, 10, 35.29, 533.18]","[17, 7, 9, 41.18, 927.94]","[20, 5, 14, 25.0, 774.9]","[44, 15, 28, 34.09, 361.02]","[36, 12, 23, 33.33, 437.25]","[10, 5, 4, 50.0, 1655.0]","[29, 11, 17, 37.93, 519.9]","[14, 6, 7, 42.86, 727.79]","[20, 8, 11, 40.0, 608.9]","[23, 10, 12, 43.48, 648.39]","[26, 9, 16, 34.62, 504.81]","[30, 10, 19, 33.33, 524.03]","[26, 7, 18, 26.92, 602.35]","[16, 8, 7, 50.0, 990.44]","[19, 6, 12, 31.58, 857.37]","[16, 6, 9, 37.5, 1032.25]","[65, 21, 43, 32.31, 233.17]","[27, 12, 14, 44.44, 570.7]","[38, 15, 22, 39.47, 417.18]","[17, 7, 9, 41.18, 928.47]","[1, 0, 1, 0.0, 784.0]","[21, 10, 10, 47.62, 568.19]","[21, 6, 14, 28.57, 736.9]","[19, 3, 15, 15.79, 846.42]","[7, 4, 2, 57.14, 1967.57]","[22, 8, 13, 36.36, 696.32]","[28, 8, 19, 28.57, 561.0]","[18, 7, 10, 38.89, 907.83]","[28, 12, 15, 42.86, 553.0]","[30, 11, 18, 36.67, 533.83]","[12, 6, 5, 50.0, 1092.75]","[9, 4, 4, 44.44, 1814.44]","[17, 6, 10, 35.29, 774.06]","[36, 10, 25, 27.78, 436.61]","[20, 6, 13, 30.0, 798.05]","[29, 7, 21, 24.14, 546.66]","[46, 14, 32, 30.43, 346.15]","[6, 3, 2, 50.0, 2173.0]","[14, 8, 5, 57.14, 1162.86]","[25, 11, 13, 44.0, 650.28]","[48, 10, 37, 20.83, 328.35]","[14, 6, 7, 42.86, 1208.29]","[20, 10, 9, 50.0, 727.05]","[45, 12, 32, 26.67, 337.51]","[7, 3, 3, 42.86, 725.86]","[14, 5, 8, 35.71, 673.14]","[27, 9, 17, 33.33, 603.15]","[24, 9, 14, 37.5, 690.38]","[22, 8, 13, 36.36, 736.27]","[15, 3, 11, 20.0, 952.87]","[28, 12, 15, 42.86, 524.64]","[40, 9, 30, 22.5, 372.85]","[37, 13, 23, 35.14, 415.03]","[13, 6, 6, 46.15, 1242.23]","[23, 9, 13, 39.13, 694.61]","[26, 12, 13, 46.15, 617.27]","[18, 7, 10, 38.89, 855.56]","[18, 6, 11, 33.33, 839.11]","[29, 12, 16, 41.38, 545.45]","[49, 17, 31, 34.69, 321.65]","[17, 6, 11, 35.29, 987.65]","[60, 15, 44, 25.0, 261.15]"
